AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified,parent
954623,https://www.marinespecies.org/aphia.php?p=taxdetails&id=954623,Palaeomarachne,"Rudkin, Cuggy, Young & Thompson, 2013",accepted,,180,Genus,954623.0,Palaeomarachne,"Rudkin, Cuggy, Young & Thompson, 2013",1302,Animalia,Arthropoda,Pycnogonida,,,Palaeomarachne,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeomarachne Rudkin, Cuggy, Young & Thompson, 2013&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=954623 on 2024-07-24",urn:lsid:marinespecies.org:taxname:954623,1,,,0.0,1.0,exact,2017-01-31T11:03:43.823Z,
954624,https://www.marinespecies.org/aphia.php?p=taxdetails&id=954624,Palaeomarachne granulata,"Rudkin, Cuggy, Young & Thompson, 2013",accepted,,220,Species,954624.0,Palaeomarachne granulata,"Rudkin, Cuggy, Young & Thompson, 2013",954623,Animalia,Arthropoda,Pycnogonida,,,Palaeomarachne,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeomarachne granulata Rudkin, Cuggy, Young & Thompson, 2013&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=954624 on 2024-07-24",urn:lsid:marinespecies.org:taxname:954624,1,,,0.0,1.0,exact,2017-01-31T11:03:43.823Z,954623.0
379592,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379592,Palaeopantopoda,"Broili, 1930",accepted,,100,Order,379592.0,Palaeopantopoda,"Broili, 1930",1302,Animalia,Arthropoda,Pycnogonida,Palaeopantopoda,,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeopantopoda&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379592 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379592,1,0.0,0.0,0.0,1.0,exact,2009-01-04T09:46:42.403Z,
379593,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379593,Palaeopantopodidae,"Hedgpeth, 1955",accepted,,140,Family,379593.0,Palaeopantopodidae,"Hedgpeth, 1955",379592,Animalia,Arthropoda,Pycnogonida,Palaeopantopoda,Palaeopantopodidae,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeopantopodidae Hedgpeth, 1955&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379593 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379593,1,0.0,0.0,0.0,1.0,exact,2009-01-04T09:46:42.403Z,379592.0
379594,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379594,Palaeopantopus,"Broili, 1929",accepted,,180,Genus,379594.0,Palaeopantopus,"Broili, 1929",379593,Animalia,Arthropoda,Pycnogonida,Palaeopantopoda,Palaeopantopodidae,Palaeopantopus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeopantopus Broili, 1929&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379594 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379594,1,0.0,0.0,0.0,1.0,exact,2009-01-04T09:46:42.403Z,379593.0
379595,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379595,Palaeopantopus maucheri,"Broili, 1929",accepted,,220,Species,379595.0,Palaeopantopus maucheri,"Broili, 1929",379594,Animalia,Arthropoda,Pycnogonida,Palaeopantopoda,Palaeopantopodidae,Palaeopantopus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Palaeopantopus maucheri Broili, 1929&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379595 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379595,1,0.0,0.0,0.0,1.0,exact,2009-01-04T09:46:42.403Z,379594.0
1358,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1358,Pantopoda,"Gerstäcker, 1863",accepted,,100,Order,1358.0,Pantopoda,"Gerstäcker, 1863",1302,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Pantopoda. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1358 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1358,1,,0.0,0.0,0.0,exact,2023-10-06T17:18:20.717Z,
379601,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379601,Eupantopodida,"Fry, 1978",accepted,,110,Suborder,379601.0,Eupantopodida,"Fry, 1978",1358,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Eupantopodida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379601 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379601,1,,,,,exact,2009-01-04T09:46:42.403Z,1358.0
1702219,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1702219,Ammotheoidea,"Dohrn, 1881",accepted,,130,Superfamily,1702219.0,Ammotheoidea,"Dohrn, 1881",379601,Animalia,Arthropoda,Pycnogonida,Pantopoda,,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ammotheoidea Dohrn, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1702219 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1702219,1,,0.0,0.0,,exact,2023-10-08T16:28:42.983Z,379601.0
150516,https://www.marinespecies.org/aphia.php?p=taxdetails&id=150516,Acheliidae,,junior subjective synonym,,140,Family,1562.0,Ammotheidae,"Dohrn, 1881",1702219,Animalia,Arthropoda,Pycnogonida,Pantopoda,Acheliidae,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Acheliidae. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150516 on 2024-07-24",urn:lsid:marinespecies.org:taxname:150516,1,,0.0,0.0,,exact,2023-10-08T16:28:42.983Z,1702219.0
1562,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1562,Ammotheidae,"Dohrn, 1881",accepted,,140,Family,1562.0,Ammotheidae,"Dohrn, 1881",1702219,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ammotheidae Dohrn, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1562 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1562,1,,,,,exact,2023-10-08T16:28:42.983Z,1702219.0
1702227,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1702227,Achelinae,"Wilson, 1881",accepted,,150,Subfamily,1702227.0,Achelinae,"Wilson, 1881",1562,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelinae Wilson, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1702227 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1702227,1,,0.0,0.0,,exact,2023-10-08T16:28:42.983Z,1562.0
134568,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134568,Achelia,"Hodge, 1864",accepted,,180,Genus,134568.0,Achelia,"Hodge, 1864",1702227,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia Hodge, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134568 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134568,1,,,,,exact,2023-10-08T16:28:42.983Z,1702227.0
239608,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239608,Achelia adelpha,"Child, 1970",accepted,,220,Species,239608.0,Achelia adelpha,"Child, 1970",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia adelpha Child, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239608 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239608,1,0.0,0.0,0.0,,exact,2024-01-27T18:01:25.810Z,134568.0
268001,https://www.marinespecies.org/aphia.php?p=taxdetails&id=268001,Achelia adunca,"(Child, C.A., 1994)",unaccepted,synonym,220,Species,239615.0,Ammothea adunca,"Child, 1994",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia adunca (Child, C.A., 1994). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=268001 on 2024-07-24",urn:lsid:marinespecies.org:taxname:268001,1,0.0,0.0,0.0,0.0,exact,2008-12-14T11:35:48.500Z,134568.0
379215,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379215,Achelia affinis,"(Bouvier, 1906)",unaccepted,,220,Species,172858.0,Achelia communis,"(Bouvier, 1906)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia affinis (Bouvier, 1906). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379215 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379215,1,0.0,0.0,0.0,,exact,2009-01-01T10:51:44.517Z,134568.0
239888,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239888,Achelia alaskensis,"(Cole, 1904)",accepted,,220,Species,239888.0,Achelia alaskensis,"(Cole, 1904)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia alaskensis (Cole, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239888 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239888,1,0.0,0.0,0.0,,exact,2024-06-15T17:32:59.850Z,134568.0
1732030,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1732030,Achelia alaskensis pacifica,"Turpaeva, 2007",accepted,,230,Subspecies,1732030.0,Achelia alaskensis pacifica,"Turpaeva, 2007",239888,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia alaskensis pacifica Turpaeva, 2007. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1732030 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1732030,1,0.0,0.0,0.0,,exact,2024-01-26T07:45:52.590Z,239888.0
134597,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134597,Achelia anomala,"Arnaud, 1974",accepted,,220,Species,134597.0,Achelia anomala,"Arnaud, 1974",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia anomala Arnaud, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134597 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134597,1,0.0,0.0,0.0,,exact,2024-06-15T17:32:59.850Z,134568.0
134606,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134606,Achelia armata,"Bouvier, 1916",accepted,,220,Species,134606.0,Achelia armata,"Bouvier, 1916",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia armata Bouvier, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134606 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134606,1,0.0,0.0,0.0,,exact,2024-06-15T17:32:59.850Z,134568.0
240267,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240267,Achelia aspera,"Loman, 1923",accepted,,220,Species,240267.0,Achelia aspera,"Loman, 1923",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia aspera Loman, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240267 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240267,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134568.0
240271,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240271,Achelia assimilis,"(Haswell, 1885)",accepted,,220,Species,240271.0,Achelia assimilis,"(Haswell, 1885)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia assimilis (Haswell, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240271 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240271,1,0.0,0.0,0.0,,exact,2008-12-13T17:46:27.640Z,134568.0
240384,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240384,Achelia australiensis,"Miers, 1884",accepted,,220,Species,240384.0,Achelia australiensis,"Miers, 1884",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia australiensis Miers, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240384 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240384,1,0.0,0.0,0.0,,exact,2022-10-23T02:27:36.853Z,134568.0
239524,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239524,Achelia barnardi,"Stock, 1959",accepted,,220,Species,239524.0,Achelia barnardi,"Stock, 1959",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia barnardi Stock, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239524 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239524,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134568.0
239699,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239699,Achelia besnardi,"Sawaya, 1951",accepted,,220,Species,239699.0,Achelia besnardi,"Sawaya, 1951",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia besnardi Sawaya, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239699 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239699,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134568.0
239868,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239868,Achelia bituberculata,"Hedgpeth, 1949",accepted,,220,Species,239868.0,Achelia bituberculata,"Hedgpeth, 1949",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia bituberculata Hedgpeth, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239868 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239868,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134568.0
134598,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134598,Achelia borealis,"(Schimkewitsch, 1895)",accepted,,220,Species,134598.0,Achelia borealis,"(Schimkewitsch, 1895)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia borealis (Schimkewitsch, 1895). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134598 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134598,1,0.0,0.0,0.0,,exact,2007-01-19T16:36:29.470Z,134568.0
1732042,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1732042,Achelia borealis japonica,"(Losina-Losinsky, 1933)",accepted,,230,Subspecies,1732042.0,Achelia borealis japonica,"(Losina-Losinsky, 1933)",134598,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia borealis japonica (Losina-Losinsky, 1933). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1732042 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1732042,1,0.0,0.0,0.0,,exact,2024-05-29T09:47:55.237Z,134598.0
240083,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240083,Achelia boschi,"Stock, 1992",accepted,,220,Species,240083.0,Achelia boschi,"Stock, 1992",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia boschi Stock, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240083 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240083,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134568.0
240179,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240179,Achelia brevicauda,"(Loman, 1904)",accepted,,220,Species,240179.0,Achelia brevicauda,"(Loman, 1904)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia brevicauda (Loman, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240179 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240179,1,0.0,0.0,0.0,,exact,2009-01-01T13:13:34.507Z,134568.0
379216,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379216,Achelia brevichelifera,"Hedgpeth, 1948",unaccepted,,220,Species,240183.0,Megarhethus brevicheliferus,"(Hedgpeth, 1948)",134568,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Achelia brevichelifera Hedgpeth, 1948. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379216 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379216,1,0.0,0.0,0.0,,exact,2009-01-01T10:51:44.517Z,134568.0
