key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	gbifID	occurrenceID	taxonID	networkKeys	individualCount	decimalLatitude	decimalLongitude	waterBody	institutionKey	collectionKey	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	institutionID	locality	fieldNumber	collectionCode	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depthAccuracy	modified	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	sex
318003308	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.616+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	212.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.616+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21395'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003308					-71.4567	-13.7217								WGS84				SOMBASE Pycnogonids		21395	BAS				0.0						
318003735	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.905+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	300.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.905+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34910'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003735					-66.1666	49.6833								WGS84				SOMBASE Pycnogonids		34910	BAS				0.0						
318003736	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.906+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	300.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.906+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34911'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003736					-66.2	49.6166								WGS84				SOMBASE Pycnogonids		34911	BAS				0.0						
318003737	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.907+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	194.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.907+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34912'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003737					-65.8	53.2666								WGS84				SOMBASE Pycnogonids		34912	BAS				14.5						
318003738	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.906+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	220.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.906+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34913'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003738					-65.8333	54.3833								WGS84				SOMBASE Pycnogonids		34913	BAS				0.0						
318003863	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.720+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	30.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.720+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38361'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003863					-66.5552	92.957								WGS84				SOMBASE Pycnogonids		38361	BAS				0.0						
318003864	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.729+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	10.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.729+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38372'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003864					-66.534	92.9705								WGS84				SOMBASE Pycnogonids		38372	BAS				0.0						
318003871	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.040+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	15.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.040+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38404'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003871					-66.5517	93.0								WGS84				SOMBASE Pycnogonids		38404	BAS				0.0						
318003923	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.182+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	1.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.182+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38582'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003923					-67.6666	45.85								WGS84				SOMBASE Pycnogonids		38582	BAS				0.0						
318003924	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.176+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	20.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.176+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38583'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003924					-67.6666	45.85								WGS84				SOMBASE Pycnogonids		38583	BAS				0.0						
318003925	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.174+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	27.5	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.174+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38584'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003925					-66.5333	92.0167								WGS84				SOMBASE Pycnogonids		38584	BAS				12.5						
318003939	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.460+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	15.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.460+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38693'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003939					-66.5333	92.0167								WGS84				SOMBASE Pycnogonids		38693	BAS				0.0						
318003940	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.461+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	55.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.461+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38694'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003940					-66.5333	92.0167								WGS84				SOMBASE Pycnogonids		38694	BAS				0.0						
318003941	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.459+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	20.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.459+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38695'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003941					-66.5333	92.0167								WGS84				SOMBASE Pycnogonids		38695	BAS				0.0						
318003942	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.459+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	35.0	ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.459+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38696'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318003942					-66.5333	92.0167								WGS84				SOMBASE Pycnogonids		38696	BAS				5.0						
318004141	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.857+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	212.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.857+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39309'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004141					-71.45	-13.7333								WGS84				SOMBASE Pycnogonids		39309	BAS				0.0						
318004142	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.854+00:00	124	{}	OCCURRENCE	PRESENT	2118417	1	54	354	9477065	6313	2118396	2118417	2118417	Achelia sufflata Gordon, 1944	Achelia sufflata Gordon, 1944	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia sufflata	Achelia	sufflata	SPECIES	ACCEPTED	NE	212.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.854+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39310'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004142					-71.4833	-14.3								WGS84				SOMBASE Pycnogonids		39310	BAS				16.0						
