key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	samplingProtocol	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	recordNumber	identifier	catalogNumber	locality	gbifID	occurrenceID	verbatimDepth	decimalLatitude	decimalLongitude	continent	geodeticDatum	countryCode	gbifRegion	country	eventID	networkKeys	depth	depthAccuracy	modified	institutionKey	collectionKey	institutionCode	fieldNumber	collectionCode	collectionID	sex	typeStatus	otherCatalogNumbers	dynamicProperties	higherClassification	references	datasetID	scientificNameID	bibliographicCitation
1836933033	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.810+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	4.0	28.0	1987-04-28	118.0	118.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12203'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12203		Marion & Prince Edward Islands; 46� 43.58' S 37� 55.98' E	1836933033	urn:catalog:FBIP:IZIKO:12203		-46.7263	37.933		WGS84	ZA	AFRICA	South Africa	MAD28 JJJ																			
1275078236	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.683+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	8.0	31.0	1987-08-31T00:00	243.0	243.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:24:59.683+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078236'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 40 U 2	urn:catalog:IZIKO:SAM-A-40548	SAM-A-40548	Marion and Prince Edward Islands	1275078236	urn:catalog:IZIKO:SAM-A-40548	375-460 m																											
1275078247	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.483+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	8.0	31.0	1987-08-31T00:00	243.0	243.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.483+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078247'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 42.W.1	urn:catalog:IZIKO:SAM-A-40555	SAM-A-40555	Marion and Prince Edward Islands	1275078247	urn:catalog:IZIKO:SAM-A-40555	460-560 m																											
1836933024	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.868+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	8.0	31.0	1987-08-31	243.0	243.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.868+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12188'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12188		Marion & Prince Edward Islands; 46� 40.25' S 37� 50.98' E	1836933024	urn:catalog:FBIP:IZIKO:12188		-46.6708	37.8497	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD40 U.2																			
1836933067	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.810+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	8.0	31.0	1987-08-31	243.0	243.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12204'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12204		Marion & Prince Edward Islands; 46� 59.63' S 37� 53.8' E	1836933067	urn:catalog:FBIP:IZIKO:12204		-46.9938	37.8967	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD41.0																			
1275078253	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.492+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1987.0	9.0	28.0	1987-09-28T00:00	271.0	271.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.492+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078253'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 41.O	urn:catalog:IZIKO:SAM-A40554	SAM-A40554	Marion and Prince Edward Islands	1275078253	urn:catalog:IZIKO:SAM-A40554	170-250 m																											
1275078215	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.615+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	17.0	1985-04-17T00:00	107.0	107.0	['TAXON_MATCH_HIGHERRANK', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.615+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078215'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 13 .OOO.1 A 3	urn:catalog:IZIKO:SAM-A-40550	SAM-A-40550	Marion and Prince Edward Islands	1275078215	urn:catalog:IZIKO:SAM-A-40550	100-180 m																											
1275078225	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:59.635+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	25.0	1985-04-25T00:00	115.0	115.0	['TAXON_MATCH_HIGHERRANK', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:24:59.635+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275078225'}]	[]	[]	[]	False	UCT Marion Island Survey	Arnaud	Dredge	Pycnogonida	[]	[]	AFRICA	MAD 18 UU 1	urn:catalog:IZIKO:SAM-A-40551	SAM-A-40551	Marion and Prince Edward Islands	1275078225	urn:catalog:IZIKO:SAM-A-40551	224-232 m																											
1836933031	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:42.864+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	18.0	1985-04-18	108.0	108.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:42.864+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12193'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12193		Marion & Prince Edward Island; 46� 51.8' S 37� 52.6' E	1836933031	urn:catalog:FBIP:IZIKO:12193		-46.8633	37.8767	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD14 VV 1																			
1836933016	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:40.810+00:00	251	{}	HUMAN_OBSERVATION		PRESENT	2117928	1	54	354	9477065	6314	2117918	2117928	2117928	Austrodecus elegans Stock, 1957	Austrodecus elegans Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus elegans	Austrodecus	elegans	SPECIES	ACCEPTED	NE	{}	1985.0	4.0	17.0	1985-04-17	107.0	107.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T00:34:40.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:12200'}]	[]	[]	[]	False				Pycnogonida	[]	[]	AFRICA		urn:catalog:FBIP:IZIKO:12200		Marion & Prince Edward Island; 46� 59' S 37� 47.5' E	1836933016	urn:catalog:FBIP:IZIKO:12200		-46.9833	37.7833	ANTARCTICA	WGS84	ZA	AFRICA	South Africa	MAD 13.000.1,3																			
