key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	typeStatus	modified	references	datasetID	scientificNameID	bibliographicCitation	coordinateUncertaintyInMeters	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/orders	associatedSequences	taxonConceptID	occurrenceRemarks	depthAccuracy
318006063	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.018+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-45.9333	49.6366	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37897'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006063			37897	BAS				242.0																			0.0
318006067	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.080+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.9933	70.3833	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.080+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37918'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006067			37918	BAS				206.0																			0.0
318006073	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.067+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.95	70.4983	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.067+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37932'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006073			37932	BAS				220.0																			0.0
318006074	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.068+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.9083	70.6533	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.068+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37937'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006074			37937	BAS				269.0																			6.0
318006075	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.069+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.8333	70.6733	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.069+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37938'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006075			37938	BAS				203.0																			0.0
318006086	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.105+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-47.9666	70.4966	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.105+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37967'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006086			37967	BAS				150.0																			0.0
318006092	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.242+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-47.1516	68.5233	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.242+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37986'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006092			37986	BAS				227.0																			0.0
318006093	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.114+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-47.4283	68.6	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.114+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37988'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006093			37988	BAS				189.0																			0.0
318006095	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.108+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-50.2183	69.1666	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.108+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37995'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006095			37995	BAS				203.0																			0.0
318006096	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.858+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-49.9433	70.4683	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.858+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38001'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006096			38001	BAS				198.0																			0.0
318006100	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.867+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-48.4716	70.2783	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.867+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38012'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006100			38012	BAS				131.5																			0.5
318006112	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.945+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-48.4733	69.9783	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.945+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38085'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006112			38085	BAS				123.0																			1.0
318006114	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.944+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-62.9083	-61.775	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.944+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38097'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318006114			38097	BAS				160.0																			0.0
318006121	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.836+00:00	124	{}	OCCURRENCE		PRESENT	2117562	1	54	354	9477065	2012	2117538	2117562	2117562	Colossendeis korotkevitschi Pushkin, 1984	Colossendeis korotkevitschi Pushkin, 1984	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis korotkevitschi	Colossendeis	korotkevitschi	SPECIES	ACCEPTED	NE	-46.6766	68.14	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.836+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38115'}]	[]	[]	[]			False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE						SOMBASE Pycnogonids	318006121			38115	BAS				645.0																			15.0
