key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	occurrenceRemarks	http://unknown.org/captive	identificationID	networkKeys	individualCount	higherGeography	institutionKey	preparations	samplingProtocol	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	language	type	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	coordinatePrecision	otherCatalogNumbers	eventID	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	depth	collectionKey	depthAccuracy	sex	originalNameUsage	identificationRemarks	typeStatus	datasetID	scientificNameID	bibliographicCitation	waterBody	habitat	verbatimDepth	locationID	collectionID
1100762833	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:55.930+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-22.18983	150.35583	100.0	OCEANIA	Queensland	{}	1993.0	9.0	16.0	1993-09-16	259.0	259.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:55.930+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9d4e5d27-f088-4ee7-950e-8a08486a2457'}]	[]	[]	[]	False		Murray, Anna|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		9d4e5d27-f088-4ee7-950e-8a08486a2457			Shoalwater Bay, Cannibal Group, west of Mumford Island	Invertebrates - Marine & Other	1100762833	9d4e5d27-f088-4ee7-950e-8a08486a2457		P.42794	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on scuba			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1062875|urn:catalog:AM:Invertebrates - Marine & Other:P.42794	urn:australianmuseum.net.au:Events:1065001	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [QLD 930/Shoalwater Bay] Australia, Queensland, Shoalwater Bay, Cannibal Group, west of Mumford Island (22° 11' 23 S, 150° 21' 21 E) 16/09/1993 - 16/09/1993, hand collected on scuba;	Stock, 1973				FEMALE											
1100762872	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:07.203+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.62499	142.99166	1000.0	OCEANIA	Victoria	{}	1988.0	4.0	28.0	1988-04-28	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:07.203+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ceda9cd9-a742-448f-9e07-aeb7a00274a5'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ceda9cd9-a742-448f-9e07-aeb7a00274a5			wharf at Port Campbell	Invertebrates - Marine & Other	1100762872	ceda9cd9-a742-448f-9e07-aeb7a00274a5		P.42931	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1136834|urn:catalog:AM:Invertebrates - Marine & Other:P.42931	urn:australianmuseum.net.au:Events:1075544	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2020/9/9,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [VIC 41] Australia, Victoria, wharf at Port Campbell (38° 37' 30 S, 142° 59' 30 E) 28/04/1988 - 28/04/1988;	Stock, 1973				MALE											
1100762927	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:20.100+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.34166	141.62499	1000.0	OCEANIA	Victoria	{}	1988.0	5.0	1.0	1988-05-01	122.0	122.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:20.100+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '17b7ea12-4e0b-47a8-8459-76ac59b07d8e'}]	[]	[]	[]	False		Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		17b7ea12-4e0b-47a8-8459-76ac59b07d8e			Portland, 500 m east of Whalers Point Lighthouse	Invertebrates - Marine & Other	1100762927	17b7ea12-4e0b-47a8-8459-76ac59b07d8e		P.42933	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1136835|urn:catalog:AM:Invertebrates - Marine & Other:P.42933	urn:australianmuseum.net.au:Events:1075553	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [VIC 57] Australia, Victoria, Portland, 500 m east of Whalers Point Lighthouse (38° 20' 30 S, 141° 37' 30 E) 01/05/1988 - 01/05/1988;	Stock, 1973				MALE											
1100763116	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:56.987+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.066	117.933	1000.0	OCEANIA	Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.1_1', 'name': 'Albany'}}	1983.0	12.0	13.0	1983-12-13	347.0	347.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:56.987+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1299a7ad-f4fe-4c8a-a2e2-046c39a0e5f6'}]	[]	[]	[]	False		Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		1299a7ad-f4fe-4c8a-a2e2-046c39a0e5f6			King George Sound, Vancouver Peninsula, near Mistaken Island	Invertebrates - Marine & Other	1100763116	1299a7ad-f4fe-4c8a-a2e2-046c39a0e5f6		P.43128	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		hand collected on SCUBA			7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.001	ecatalogue.irn:1120373|urn:catalog:AM:Invertebrates - Marine & Other:P.43128	urn:australianmuseum.net.au:Events:1076166	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [WA 105] Australia, Western Australia, King George Sound, Vancouver Peninsula, near Mistaken Island (35° 04' S, 117° 56' E) 13/12/1983 - 13/12/1983, hand collected on SCUBA;	Stock, 1973				FEMALE											
1100763043	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:19.807+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.783	152.116	10000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.110_1', 'name': 'Port Stephens'}}	1981.0	1.0	16.0	1981-01-16	16.0	16.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:19.807+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '529e804a-d14d-4596-b0cf-38df04b7c02c'}]	[]	[]	[]	False		Lowry, J.K.|Springthorpe, R.T.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		529e804a-d14d-4596-b0cf-38df04b7c02c			Morna Point, tide pool open to sea	Invertebrates - Marine & Other	1100763043	529e804a-d14d-4596-b0cf-38df04b7c02c		P.43102	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.001	ecatalogue.irn:1109095|urn:catalog:AM:Invertebrates - Marine & Other:P.43102	urn:australianmuseum.net.au:Events:1061952	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: [NSW 144] Australia, New South Wales, Morna Point, tide pool open to sea (32° 47' S, 152° 07' E) 16/01/1981 - 16/01/1981;	Stock, 1973				FEMALE											
1100762729	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.540+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.266	137.85	10000.0	OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.49_1', 'name': 'Port Pirie City and Dists'}}	1980.0	3.0		1980-03			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:56.540+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ba348b6f-b395-4bb1-9b8a-bb7156bf6d06'}]	[]	[]	[]	False			Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ba348b6f-b395-4bb1-9b8a-bb7156bf6d06			Spencer Gulf, Port Pirie, 4 km northwest of Port Davis Creek	Invertebrates - Marine & Other	1100762729	ba348b6f-b395-4bb1-9b8a-bb7156bf6d06		P.42786	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.001	ecatalogue.irn:1062868|urn:catalog:AM:Invertebrates - Marine & Other:P.42786	urn:australianmuseum.net.au:Events:1049976	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: [801 C3] Australia, South Australia, Spencer Gulf, Port Pirie, 4 km northwest of Port Davis Creek (33° 16' S, 137° 51' E) /03/1980 - /03/1980;	Stock, 1973				MALE											
1100763081	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:59.556+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.70833	152.15833	1000.0	OCEANIA	New South Wales	{}	1980.0	10.0	27.0	1980-10-27	301.0	301.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:59.556+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '112c9be9-898c-45f8-92ea-72b3f36994f8'}]	[]	[]	[]	False		Hall, J.	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		112c9be9-898c-45f8-92ea-72b3f36994f8			Nelson Head, Port Stephens	Invertebrates - Marine & Other	1100763081	112c9be9-898c-45f8-92ea-72b3f36994f8		P.43153	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		1e-05	ecatalogue.irn:1120377|urn:catalog:AM:Invertebrates - Marine & Other:P.43153	urn:australianmuseum.net.au:Events:1039135	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Nelson Head, Port Stephens (32° 42' 30 S, 152° 09' 30 E) 27/10/1980 - 27/10/1980;	Stock, 1973				MALE											
1100763122	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:57.333+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.616	137.2	10000.0	OCEANIA	South Australia	{}	1978.0	3.0	4.0	1978-03-04	63.0	63.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:57.333+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0781b886-8abc-49cd-8396-bdaaba93592b'}]	[]	[]	[]	False		Handley, Karen	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		0781b886-8abc-49cd-8396-bdaaba93592b			Kangaroo Island, Stokes Bay	Invertebrates - Marine & Other	1100763122	0781b886-8abc-49cd-8396-bdaaba93592b		P.43165	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.001	ecatalogue.irn:1063073|urn:catalog:AM:Invertebrates - Marine & Other:P.43165	urn:australianmuseum.net.au:Events:1037608	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2020/5/5,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: Australia, South Australia, Kangaroo Island, Stokes Bay (35° 37' S, 137° 12' E) 04/03/1978 - 04/03/1978;	Stock, 1973				FEMALE											
1100763120	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:12.916+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.616	137.233		OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.23_1', 'name': 'Kangaroo Island'}}	1978.0	3.0	5.0	1978-03-05	64.0	64.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:12.916+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fafbacc5-acec-4c9d-895b-b4bf420a6a0a'}]	[]	[]	[]	False		Loch, Ian|Australian Museum|Malacology	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		fafbacc5-acec-4c9d-895b-b4bf420a6a0a			Kangaroo Island, Knobs Bluff	Invertebrates - Marine & Other	1100763120	fafbacc5-acec-4c9d-895b-b4bf420a6a0a		P.43146	AM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922					7000				https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi		0.001	ecatalogue.irn:1120375|urn:catalog:AM:Invertebrates - Marine & Other:P.43146	urn:australianmuseum.net.au:Events:1037632	Achelia shepherdi Stock, 1973	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	ecatalogue.LocCollectionEventLocal: Australia, South Australia, Kangaroo Island, Knobs Bluff (35° 37' S, 137° 14' E) 05/03/1978 - 05/03/1978;	Stock, 1973				FEMALE											
1916716845	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:11.415+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE	1976-01-01T00:00:00	-32.0	115.51667		OCEANIA	Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.26_1', 'name': 'Cockburn'}}	1975.0	4.0	19.0	1975-04-19	109.0	109.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1993-05-14T00:00:00.000+00:00	2024-07-02T17:15:11.415+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7dc26c44-b99a-462f-8adb-917163f414e8'}]	[]	[]	[]	False		Marsh, L.M.	Child, C.A.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		7dc26c44-b99a-462f-8adb-917163f414e8				ARACH	1916716845	7dc26c44-b99a-462f-8adb-917163f414e8		10262	WAM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		09d260e0-a509-40c7-bef5-b0f5444be84a	wet (in ethanol or some other preservative)	weed washings			7000			PhysicalObject	https://biodiversity.org.au/afd/taxa/44be4ad7-229d-4d9c-b843-8d66104fd5fe		Achelia shepherdi			76/35				Armstrong Point, Rottnest Island					MALE											
2434363481	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:19.118+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1029/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1029_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1029/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	4338702	1	54	354	9477065	6313	2118396	4338702	4338702	Achelia shepherdi Stock, 1973	Achelia shepherdi Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia shepherdi	Achelia	shepherdi	SPECIES	ACCEPTED	NE						Gabo isl.; Victoria	{}	1973.0			1973-01-01/1973-12-31	1.0	365.0	['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:19.118+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1029@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1029_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1029/format/large'}]	[]	[]	True		S.A. Shepherd			Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1029@CRS		1973		Chelicerata and Myriapoda	2434363481	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1029		ZMA.PYC.P.1029						['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (microscopic slide)		Naturalis Biodiversity Center	ICZN								Animalia											FEMALE			PARATYPE								
