key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	depth	depthAccuracy	month	day	identifiedBy	geodeticDatum	countryCode	gbifRegion	country	institutionCode	coordinatePrecision	waterBody	higherGeography	georeferencedBy	references	collectionKey	otherCatalogNumbers	georeferenceProtocol	georeferenceVerificationStatus	georeferenceRemarks	verbatimCoordinateSystem	verbatimLocality	higherGeographyID	disposition	ownerInstitutionCode	identificationRemarks	georeferenceSources	datasetName	locationID	collectionID	dynamicProperties	fieldNumber	stateProvince	samplingProtocol	typeStatus	acceptedNameUsage	eventRemarks	occurrenceRemarks
1322849260	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:57.358+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1975	1975-09-19	262	262	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2019-02-18T12:40:00.000+00:00	2024-07-02T12:38:57.358+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f9d613f2-c224-4e48-8a5a-e6e5dc4ae6ee'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3f9d613f2-c224-4e48-8a5a-e6e5dc4ae6ee	USNM 155232		urn:lsid:biocol.org:col:34871	19 SEP 1975	North American Basin, Off Virginia	1322849260	IZ	http://n2t.net/ark:/65665/3f9d613f2-c224-4e48-8a5a-e6e5dc4ae6ee	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	38.645	-74.3833	1743.0	0.0	9.0	19.0	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	USNM		North Atlantic Ocean	North Atlantic Ocean, United States			0174f5b3-da29-4967-b8dc-ce75ed53e35d		unknown, from legacy			Degrees Minutes Seconds							NMNH Extant Biology	GI-75-08-90	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								
201111976	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.740+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-02-01	32	32	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.740+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111976'}]	[]	[]	[]		False	CHARDY Pierre		Pycnogonida	[]	[]	EUROPE			34206				Golfe de Gascogne	201111976	Biocean	201111976		47.5767	-8.6467	2245.0	0.0	2.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811983118	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.302+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-02-01	32	32	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.302+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983118'}]	[]	[]	[]		False	CHARDY Pierre		Pycnogonida	[]	[]	EUROPE			34206				Golfe de Gascogne	811983118	bio_dba	811983118		47.5767	-8.6467	2245.0	0.0	2.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
1056680093	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:07.863+00:00	391	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-05-06	126	126	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:19:07.863+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3670754'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			Pycnogonida	[]	[]	EUROPE		3670754	2000.111-112				Northeastern Atlantic Ocean.	1056680093	ZOO	b6d1ab0b-5cd7-4780-bf2e-849b1c98c09e	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Colossendeidoidea; Colossendeidae; Colossendeinae	42.3	-11.4333	1878.0		5.0	6.0	Dr Roger Bamber	WGS84	ES	EUROPE	Spain	NHMUK		Atlantic Ocean; Atlantic Ocean					NHMUK:ecatalogue:3670754														"{""associatedMediaCount"": null, ""barcode"": ""011069078"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305107000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Colossendeis clavata Meinert, 1899"", ""determinationTypes"": null, ""donorName"": ""Institute of Oceanographic Sciences"", ""expedition"": ""Discovery Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056680093"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Station 8512[hash]1						
201111600	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.839+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-06-01	152	152	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.839+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111600'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			24363				Golfe de Gascogne	201111600	Biocean	201111600		44.1633	-4.2733	2170.0	0.0	6.0	1.0	STOCK Jan	WGS84	ES	EUROPE	Spain	Ifremer																												
811982849	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.653+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-06-01	152	152	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.653+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982849'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			24363				Golfe de Gascogne	811982849	bio_dba	811982849		44.1633	-4.2733	2170.0	0.0	6.0	1.0	STOCK Jan	WGS84	ES	EUROPE	Spain	Ifremer																												
201111431	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.655+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.655+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111431'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19244				Golfe de Gascogne	201111431	Biocean	201111431		44.0867	-4.3233	1913.0	0.0	10.0	1.0	STOCK Jan	WGS84	ES	EUROPE	Spain	Ifremer																												
201111465	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.671+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.671+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111465'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			20878				Golfe de Gascogne	201111465	Biocean	201111465		47.55	-8.735	2171.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
201112085	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:45.725+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:45.725+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201112085'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			37397				Golfe de Gascogne	201112085	Biocean	201112085		47.5533	-8.6417	2177.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811982678	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.544+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.544+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982678'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			19244				Golfe de Gascogne	811982678	bio_dba	811982678		44.0867	-4.3233	1913.0	0.0	10.0	1.0	STOCK Jan	WGS84	ES	EUROPE	Spain	Ifremer																												
811982724	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.276+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:50.276+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811982724'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			20878				Golfe de Gascogne	811982724	bio_dba	811982724		47.55	-8.735	2171.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
811983201	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:46.222+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:46.222+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811983201'}]	[]	[]	[]		False	LAUBIER Lucien		Pycnogonida	[]	[]	EUROPE			37397				Golfe de Gascogne	811983201	bio_dba	811983201		47.5533	-8.6417	2177.0	0.0	10.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
1317300095	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.807+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-11-17	321	321	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:37:00.000+00:00	2024-07-02T12:37:00.807+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30452f90f-16fc-440a-a869-ff61043c158f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/30452f90f-16fc-440a-a869-ff61043c158f	USNM 151502		urn:lsid:biocol.org:col:34871	17 NOV 1974	Norfolk Canyon	1317300095	IZ	http://n2t.net/ark:/65665/30452f90f-16fc-440a-a869-ff61043c158f	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	36.525	-74.4558	1714.5	19.5	11.0	17.0	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	USNM		North Atlantic Ocean	North Atlantic Ocean			0174f5b3-da29-4967-b8dc-ce75ed53e35d		unknown, from legacy			Degrees Minutes Seconds							NMNH Extant Biology	71	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								
1319329214	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.233+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1974	1974-11-23	327	327	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:37:00.000+00:00	2024-07-02T12:37:38.233+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35e17a6ec-532b-4913-813c-037d486bfd43'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	K. Stemler & M. Sweeney	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/35e17a6ec-532b-4913-813c-037d486bfd43	USNM 151507		urn:lsid:biocol.org:col:34871	23 NOV 1974	NE Of Norfolk	1319329214	IZ	http://n2t.net/ark:/65665/35e17a6ec-532b-4913-813c-037d486bfd43	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	37.0017	-74.3292	1430.0	30.0	11.0	23.0	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	USNM		North Atlantic Ocean	North Atlantic Ocean, United States, Virginia			0174f5b3-da29-4967-b8dc-ce75ed53e35d												NMNH Extant Biology	97	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Virginia					
477942598	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b0f5183c-5ed0-47f4-b75f-65e0c1036cb5	b4640710-8e03-11d8-b956-b8a03c50a862	US	EML	2024-07-23T23:29:02.101+00:00	2024-07-24T00:22:59.081+00:00	602	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': 'migration', 'http://rs.tdwg.org/dwc/terms/identificationRemarks': 'L. Leibensperger (MCZ), 1996', 'http://rs.tdwg.org/dwc/terms/identificationID': '1595506', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Laura Leibensperger', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis clavata'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1973	1973-02-25	56	56	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_UNCERTAINTY_METERS_INVALID', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2024-01-09T10:43:26.000+00:00	2024-07-24T00:22:59.081+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MCZ:IZ:83792'}]	[]	[]	[]	1cfca87c-083e-4d67-8e60-cb7d311f6058	False	RV Chain 111	whole animal (70% ethanol)	Pycnogonida	[]	[{'type': 'OTHER', 'value': 'http://viaf.org/viaf/458148996120359751990'}]	NORTH_AMERICA	President and Fellows of Harvard College	MCZ:IZ:83792	83792	ICZN	b4640710-8e03-11d8-b956-b8a03c50a862	25/2/1973	Hudson Canyon	477942598	IZ	MCZ:IZ:83792	Animalia Arthropoda Pycnogonida Colossendeidae Colossendeis clavata	39.29167	-71.99833	1730.0	230.0	2.0	25.0	Laura Leibensperger	WGS84	US	NORTH_AMERICA	United States of America	MCZ	1e-05	Atlantic, Northwest	Atlantic Ocean: Atlantic, Northwest: United States	[no agent data]	http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:83792	6c118641-5b0b-4577-a8f6-a6dbd15de2e7	station number=216	unknown	verified by collector	to 39°18.5'N, 72°01'W	degrees dec. minutes	Hudson Canyon	https://marineregions.org/mrgid/25365	in collection	Museum of Comparative Zoology, Harvard University	(1210-) 1335 -1435 (- 1604) hrs. specimen was removed from large lot of Colossendeis colossea - L. Leibensperger (MCZ), Nov. 1996	Coordinates written on original label							40' Gulf of Mexico Shrimp Trawl				
201111667	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.855+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117594	1	54	354	9477065	2012	2117538	2117594	2117594	Colossendeis clavata Meinert, 1899	Colossendeis clavata Meinert, 1899	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis clavata	Colossendeis	clavata	SPECIES	ACCEPTED	NE	{}	1973	1973-04-01	91	91	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:47.855+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201111667'}]	[]	[]	[]		False	REYSS Daniel		Pycnogonida	[]	[]	EUROPE			26523				Golfe de Gascogne	201111667	Biocean	201111667		47.625	-8.5617	2282.0	0.0	4.0	1.0	STOCK Jan	WGS84	FR	EUROPE	France	Ifremer																												
