key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	associatedSequences	identifiers	media	facts	relations	isInCluster	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	taxonConceptID	locality	gbifID	occurrenceRemarks	occurrenceID	taxonID	depth	waterBody	higherGeography	modified	institutionKey	catalogNumber	vernacularName	institutionID	institutionCode	language	collectionCode	type	higherClassification	collectionID	networkKeys	individualCount	decimalLatitude	decimalLongitude	depthAccuracy	continent	stateProvince	collectionKey	datasetName	identifiedBy	preparations	geodeticDatum	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	sex	recordedBy	lifeStage	county	fieldNumber	verbatimDepth
723290335	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.371+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1961.0	12.0	11.0	1961-12-11	345.0	345.0	['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.371+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '204'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	204		off Sakasegawa, Amakusa Is	723290335		9a6b0616-f8b6-11e6-a2e4-70e2840fc270		29.0	Pacific	Pacific|Japan|Kumamoto|Amakusa-gun|off Sakasegawa, Amakusa Is	2011-12-01T05:00:52.000+00:00	ade773d3-c637-4fd1-be56-c1ebecb4908f	9064	フタトゲトックリウミグモ		SMBL	en	Art	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Ascorhynchus|auchenicum						7.0		Kumamoto													Amakusa-gun		
723290338	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.417+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1959.0	10.0	19.0	1959-10-19	292.0	292.0	['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.417+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '207'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	207		Tomioka	723290338		9a6b86d6-f8b6-11e6-928c-70e2840fc270		20.0	Pacific	Pacific|Japan|Kumamoto|Amakusa-gun Reihokumachi|Tomioka	2011-12-01T05:00:52.000+00:00	ade773d3-c637-4fd1-be56-c1ebecb4908f	9067	フタトゲトックリウミグモ		SMBL	en	Art	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Ascorhynchus|auchenicum						0.0		Kumamoto													Amakusa-gun Reihokumachi		
723290347	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.559+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1956.0	7.0	26.0	1956-07-26	208.0	208.0	['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.559+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '216'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	216		off Nisihama, Tomioka	723290347		9a6cff70-f8b6-11e6-8431-70e2840fc270		40.0	Pacific	Pacific|Japan|Kumamoto|Amakusa-gun Reihokumachi|off Nisihama, Tomioka	2011-12-01T05:00:55.000+00:00	ade773d3-c637-4fd1-be56-c1ebecb4908f	9078	フタトゲトックリウミグモ		SMBL	en	Art	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Ascorhynchus|auchenicum						0.0		Kumamoto													Amakusa-gun Reihokumachi		
723290275	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.347+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1944.0	3.0		1944-03-01/1944-03-31	61.0	91.0	['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.347+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '144'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	144		off Minabe	723290275		9a616c64-f8b6-11e6-b88e-70e2840fc270		150.0	Pacific	Pacific|Japan|Wakayama|Hidaka-gun Minabecho|off Minabe	2011-12-01T05:00:37.000+00:00	ade773d3-c637-4fd1-be56-c1ebecb4908f	9004	フタトゲトックリウミグモ		SMBL	en	Art	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Ascorhynchus|auchenicum						50.0		Wakayama													Hidaka-gun Minabecho		
723290323	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862	82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.978+00:00	301	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1928.0	7.0	10.0	1928-07-10	192.0	192.0	['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.978+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '192'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	192		Satamisaki	723290323		9a69140a-f8b6-11e6-a1fa-70e2840fc270			Pacific	Pacific|Japan|Kagoshima|Kimotsuki-gun Minamiosumicho|Satamisaki	2011-12-01T05:00:49.000+00:00	ade773d3-c637-4fd1-be56-c1ebecb4908f	9052	フタトゲトックリウミグモ		SMBL	en	Art	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Ammotheidae|Ascorhynchus|auchenicum								Kagoshima													Kimotsuki-gun Minamiosumicho		
1322732919	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:22.026+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1906.0	8.0	10.0	1906-08-10	222.0	222.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:22.026+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3f4aa019b-5794-4356-ae04-f8e3e6f975bf'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3f4aa019b-5794-4356-ae04-f8e3e6f975bf		Goto Islands, Fukue Island, South of	1322732919		http://n2t.net/ark:/65665/3f4aa019b-5794-4356-ae04-f8e3e6f975bf		254.0	North Pacific Ocean, East China Sea	North Pacific Ocean, East China Sea, Japan	2015-06-30T11:22:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 80546		urn:lsid:biocol.org:col:34871	USNM		IZ		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	32.4806	128.578	0.0			0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)	WGS84			Degrees Minutes Seconds	4900		United States Fish Commission			USFC/A4900	
1320093525	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:50.671+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1906.0	10.0	26.0	1906-10-26	299.0	299.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:50.671+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/37fddb609-5ab3-4152-9a38-857943d43803'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/37fddb609-5ab3-4152-9a38-857943d43803		Honshu Island, Joga Shima Light	1320093525		http://n2t.net/ark:/65665/37fddb609-5ab3-4152-9a38-857943d43803		106.0	North Pacific Ocean	North Pacific Ocean, Japan, Kanagawa	2015-07-06T15:29:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 123137		urn:lsid:biocol.org:col:34871	USNM		IZ		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	35.0928	139.643	0.0	ASIA	Kanagawa	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84			Degrees Minutes Seconds	5095	MALE	United States Fish Commission			USFC/A5095	
1319235971	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:36.816+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1900.0	5.0	8.0	1900-05-08	128.0	128.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:36.816+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/359f56afa-4a0b-47f0-8503-a9d49b0bb442'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/359f56afa-4a0b-47f0-8503-a9d49b0bb442		Honshu Island, Suruga Bay, Ose Zaki	1319235971		http://n2t.net/ark:/65665/359f56afa-4a0b-47f0-8503-a9d49b0bb442			North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:40:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 80532		urn:lsid:biocol.org:col:34871	USNM		IZ		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0					Shizuoka	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)					3707	MALE	United States Fish Commission			USFC/A3707	Multiple depths recorded: 63, 70, 75
1321428913	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.169+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}	1900.0	5.0	8.0	1900-05-08	128.0	128.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:16.169+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3bae8819b-e8a8-4009-84f1-4c3758dbeaa3'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3bae8819b-e8a8-4009-84f1-4c3758dbeaa3		Honshu Island, Suruga Bay, Ose Zaki	1321428913		http://n2t.net/ark:/65665/3bae8819b-e8a8-4009-84f1-4c3758dbeaa3		119.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:40:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 80533		urn:lsid:biocol.org:col:34871	USNM		IZ		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0			9.0		Shizuoka	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)					3708	FEMALE	United States Fish Commission			USFC/A3708	
1019677980	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.928+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1879', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ascorhynchus;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Slater, 1879)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220467', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ascorhynchus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'auchenicus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25335', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus auchenicus (Slater, 1879)'}]}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.928+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4979'}]	[]	[]	[]	False	Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4979			1019677980		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4979					2016-06-29T17:13:10.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	2009-4979			MNHN		IU			10.15468/qgvvhd	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0						0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		Arnaud F.												
1321023726	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:56.641+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	8351910	1	54	354	9477065	4338615	2118315	8351910	8351910	Ascorhynchus auchenicus (Slater, 1879)	Ascorhynchus auchenicus (Slater, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	Ascorhynchus	auchenicus	SPECIES	ACCEPTED	NE	{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:56.641+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3a901890f-c5d8-4fe9-ad3b-483b72bb15af'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3a901890f-c5d8-4fe9-ad3b-483b72bb15af		Kyushu Island	1321023726		http://n2t.net/ark:/65665/3a901890f-c5d8-4fe9-ad3b-483b72bb15af			North Pacific Ocean	North Pacific Ocean, Japan, Nagasaki	2013-01-11T15:45:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 80574		urn:lsid:biocol.org:col:34871	USNM		IZ		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	3.0					Nagasaki	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Hedgpeth, J. W.	Alcohol (Ethanol)						FEMALE					
