key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	habitat	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	rightsHolder	nomenclaturalCode	eventID	recordedBy	samplingProtocol	recordNumber	verbatimDepth	fieldNumber	typeStatus
1275071043	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.983+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}			1900.0	12.0	18.0	1900-12-18T00:00	352.0	352.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:25:03.983+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071043'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10059					Umhloti R. M. by W. ½ W.8 ½ miles.			1275071043	urn:catalog:IZIKO:SAM-A-10059	SAM-A-10059								S.S. Pieter Faure	Large dredge on sand or shells.	P.F.10874	0-40 fms		
1275070987	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:24:58.779+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:24:58.779+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275070987'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10056					Somerse & Strand			1275070987	urn:catalog:IZIKO:SAM-A-10056	SAM-A-10056								K.H.Barnard					
1275071040	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.989+00:00	111	{}	PRESERVED_SPECIMEN	2.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:25:03.989+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071040'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10060					E.London E.15 miles.(+-)			1275071040	urn:catalog:IZIKO:SAM-A-10060	SAM-A-10060								S.S. Pieter Faure	Large trawl	P.F.785	0-41 fms		
1275071046	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.983+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']		2024-01-24T17:25:03.983+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071046'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10055					Cape St. Blaize E by N. 6 miles.			1275071046	urn:catalog:IZIKO:SAM-A-10055	SAM-A-10055								S.S. Pieter Faure	Large trawl over mud	P.F.1750	0-25 fms		
1275071181	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.305+00:00	111	{}	PRESERVED_SPECIMEN	5.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:25:04.305+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071181'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10134					Cape St. Blaize. E by N.(approx) 6 miles.			1275071181	urn:catalog:IZIKO:SAM-A-10134	SAM-A-10134								SS.Pieter Faure	Trawl Trawl	PF.A1750	0-25 fms		
1275071196	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.283+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']		2024-01-24T17:25:04.283+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071196'}]	[]	[]	[]			False					Pycnogonida		[]	[]			AFRICA	urn:catalog:IZIKO:SAM-A-10198					Still Bay Shore Station			1275071196	urn:catalog:IZIKO:SAM-A-10198	SAM-A-10198								UCT Ecological Survey		S 157			
473961811	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.162+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1879', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Boehmia;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Böhm, 1879)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|124293', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Boehmia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'chelata', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17319', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Boehmia chelata (Böhm, 1879)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:42.000+00:00	2024-07-24T12:24:55.162+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1748'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1748							IU	473961811	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1748	2009-1748	MNHN			10.15468/qgvvhd								No data	
1019678003	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.924+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1879', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Boehmia;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Böhm, 1879)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220468', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Boehmia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'chelata', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17319', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Boehmia chelata (Böhm, 1879)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:12:53.000+00:00	2024-07-24T12:24:40.924+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4980'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4980							IU	1019678003	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4980	2009-4980	MNHN			10.15468/qgvvhd									
1019678024	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.925+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1879', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Boehmia;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Böhm, 1879)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220469', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Boehmia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'chelata', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17319', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Boehmia chelata (Böhm, 1879)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:14:48.000+00:00	2024-07-24T12:24:40.925+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4981'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4981							IU	1019678024	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4981	2009-4981	MNHN			10.15468/qgvvhd									
318005965	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.240+00:00	124	{}	OCCURRENCE		PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE	-35.45	23.49					{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.240+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37243'}]	[]	[]	[]			False				WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE								SOMBASE Pycnogonids	318005965		37243	BAS												
1836929616	cd6fe3a0-eee9-4066-8420-e36313ed833d	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-08-29T13:52:47.454+00:00	2024-01-25T00:34:43.975+00:00	251	{}	HUMAN_OBSERVATION		PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE	-35.366667	22.516667					{}									['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84']		2024-01-25T00:34:43.975+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:FBIP:IZIKO:8815'}]	[]	[]	[]			False				WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA	urn:catalog:FBIP:IZIKO:8815					Still Bay, shore station			1836929616	urn:catalog:FBIP:IZIKO:8815								S 157						
1038002933	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:03.824+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:03.824+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:171724'}]	[]	[]	[]			False					Pycnogonida		[]	[]			EUROPE								Museum für Naturkunde, Berlin - Pycnogonida	1038002933		171724	ZMB/Pyc							von Salwis, Hamburg					HOLOTYPE
1038002947	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862		6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:06.014+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT		5166749	1	54	354	9477065	4338615	2118490	5166749	5166749	Boehmia chelata (Bohm, 1879)	Boehmia chelata (Bohm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Boehmia	Boehmia chelata	Boehmia	chelata	SPECIES	ACCEPTED	NE							{}									['INSTITUTION_MATCH_NONE']		2024-01-25T09:13:06.014+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:171725'}]	[]	[]	[]			False					Pycnogonida		[]	[]			EUROPE								Museum für Naturkunde, Berlin - Pycnogonida	1038002947		171725	ZMB/Pyc							Dt. Tiefsee-Exp.					
