key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	occurrenceID	individualCount	sex	waterBody	higherGeography	institutionKey	collectionKey	datasetName	recordedBy	identifiedBy	preparations	habitat	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	locationID	higherClassification	collectionID	lifeStage	coordinateUncertaintyInMeters	continent	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	language	http://unknown.org/orders
318005732	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.397+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-67.825	-69.1668	65.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.397+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24258'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24258		BAS		318005732	SOMBASE Pycnogonids																																	
318005733	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.397+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-77.7716	166.4333			{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.397+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24259'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24259		BAS		318005733	SOMBASE Pycnogonids																																	
318005734	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.386+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-78.3833	-173.1	473.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.386+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24260'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24260		BAS		318005734	SOMBASE Pycnogonids																																	
318005735	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.387+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-78.4	-169.0	562.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.387+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24261'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24261		BAS		318005735	SOMBASE Pycnogonids																																	
318005736	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.388+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-75.8333	-173.1333	476.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.388+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24262'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24262		BAS		318005736	SOMBASE Pycnogonids																																	
318005737	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.413+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-76.035	-179.95	352.5	5.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.413+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24263'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		24263		BAS		318005737	SOMBASE Pycnogonids																																	
318005983	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.435+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-65.7733	93.2166	94.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.435+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37354'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		37354		BAS		318005983	SOMBASE Pycnogonids																																	
318005984	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.445+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-66.2733	90.84	580.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.445+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37355'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		37355		BAS		318005984	SOMBASE Pycnogonids																																	
318006154	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.251+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-66.3	100.75	35.0	15.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.251+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38258'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		38258		BAS		318006154	SOMBASE Pycnogonids																							ANTARCTICA										
318006289	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.766+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-71.5833	-12.4333	582.0	22.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:20.766+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39449'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		39449		BAS		318006289	SOMBASE Pycnogonids																																	
318006322	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.042+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-62.7288	-60.5245	235.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.042+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39723'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		39723		BAS		318006322	SOMBASE Pycnogonids																																	
318006323	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.043+00:00	124	{}	OCCURRENCE	PRESENT	4338536	1	54	354	9477065	2011	2118069	4338536	4338536	Austropallene tcherniai Fage, 1952	Austropallene tcherniai Fage, 1952	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tcherniai	Austropallene	tcherniai	SPECIES	ACCEPTED	NE	-62.7353	-60.4616	80.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.043+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39724'}]	[]	[]	[]	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		39724		BAS		318006323	SOMBASE Pycnogonids																							ANTARCTICA										
