key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	collectionCode	occurrenceID
1808793341	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.860+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.860+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793341'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001706		NIBR			1808793341	AM	
1808793411	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.901+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.901+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793411'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001708		NIBR			1808793411	AM	
1808793429	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.271+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.271+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793429'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000121100		NIBR			1808793429	AM	
1808793459	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.860+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.860+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793459'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024297		NIBR			1808793459	AM	
1808793613	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:40.322+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:40.322+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793613'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000121017		NIBR			1808793613	AM	
1808793709	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.902+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.902+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793709'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001707		NIBR			1808793709	AM	
1808793712	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:40.322+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:40.322+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793712'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001704		NIBR			1808793712	AM	
1808793720	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:37.283+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:37.283+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793720'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001701		NIBR			1808793720	AM	
1808793765	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:36.880+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:36.880+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793765'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001705		NIBR			1808793765	AM	
1808793865	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:36.854+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:36.854+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793865'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000024299		NIBR			1808793865	AM	
1808793867	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:38.773+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	5166764	1	54	354	9477065	6313	2118547	5166764	5166764	Ammothea hedgpethi (Utinomi, 1959)	Ammothea hedgpethi (Utinomi, 1959)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hedgpethi	Ammothea	hedgpethi	SPECIES	ACCEPTED	NE					{}	2012	1	1	2012-01-01	1	1	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:38.773+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808793867'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000001703		NIBR			1808793867	AM	
