key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	associatedSequences	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetID	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	eventID	identifier	scientificNameID	institutionID	island	locality	eventRemarks	collectionCode	gbifID	occurrenceID	taxonID	parentNameUsageID	catalogNumber	locationRemarks	organismID	institutionCode	locationID	collectionID	islandGroup	coordinateUncertaintyInMeters	preparations	footprintWKT	fieldNumber	language	depthAccuracy	continent	dateIdentified	coordinatePrecision	stateProvince	otherCatalogNumbers	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	verbatimTaxonRank	individualCount	modified	occurrenceRemarks	bibliographicCitation	higherGeography	rightsHolder	nomenclaturalCode	type	ownerInstitutionCode	higherClassification	lifeStage	habitat	verbatimEventDate	verbatimDepth
1426883921	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.055+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.66641	178.81139	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.1_1', 'name': 'Antipodes Islands'}}	Pacific Ocean	1969.0	2.0	24.0	1969-02-24	55.0	55.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.055+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7589'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand	I. Mannering	W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2505	urn:catalog:SWPRON:MBIS:7589	urn:lsid:marinespecies.org:taxname:239425			Reef Point, Antipodes Island	large pool		1426883921	urn:catalog:SWPRON:MBIS:7589			MBIS-urn:catalog:SWPRON:MBIS:7589 AM 8-2 Ammothea magniceps			CU				100.0		POINT (178.81139 -49.66641)	AM 8-2	en	0.5	OCEANIA												FEMALE		1.0	2016-08-30T00:00:00.000+00:00		Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452										
1318558855	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:22.649+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE				{}	Indian Ocean	1968.0	9.0	2.0	1968-09-02	246.0	246.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:22.649+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/33bfaa04d-10b6-4eca-88e3-322db1c908ba'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		NMNH Extant Biology	J. Barnard	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)			Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA			http://n2t.net/ark:/65665/33bfaa04d-10b6-4eca-88e3-322db1c908ba		urn:lsid:biocol.org:col:34871		Cape Naturaliste, W Of Bunker Bay		IZ	1318558855	http://n2t.net/ark:/65665/33bfaa04d-10b6-4eca-88e3-322db1c908ba			USNM 149248			USNM	5	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Alcohol (Ethanol)					OCEANIA			Western Australia											1.0	2014-10-20T13:32:00.000+00:00			Indian Ocean, Australia, Western Australia					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	Juvenile	Rock and algal wash	02 SEP 1968	Intertidal
1426883875	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.065+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0218	166.6127	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1961.0	2.0	5.0	1961-02-05	36.0	36.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.065+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7578'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand		W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2494	urn:catalog:SWPRON:MBIS:7578	urn:lsid:marinespecies.org:taxname:239425			Snares Is.	rock pool in Durvillea zone		1426883875	urn:catalog:SWPRON:MBIS:7578			MBIS-urn:catalog:SWPRON:MBIS:7578  Ammothea magniceps			CU				500.0		POINT (166.6127 -48.0218)		en	0.5	OCEANIA														5.0	2016-08-30T00:00:00.000+00:00	2 males, 1 female, 2 juveniles	Clark, W.C. (1971) Pycnogonida from the Snares Islands, New Zealand Journal of Marine and Freshwater Research, 5:2, 329-341										
1426883930	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.062+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0231	166.6104	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1961.0	2.0	5.0	1961-02-05	36.0	36.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.062+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7579'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand		W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2495	urn:catalog:SWPRON:MBIS:7579	urn:lsid:marinespecies.org:taxname:239425			Snares Is.	from Lessonia holdfast		1426883930	urn:catalog:SWPRON:MBIS:7579			MBIS-urn:catalog:SWPRON:MBIS:7579  Ammothea magniceps			CU				500.0		POINT (166.6104 -48.0231)		en	0.5	OCEANIA												FEMALE		1.0	2016-08-30T00:00:00.000+00:00		Clark, W.C. (1971) Pycnogonida from the Snares Islands, New Zealand Journal of Marine and Freshwater Research, 5:2, 329-341										
1100763370	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:55.195+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-50.52499	166.24166		{}	Southern Ocean							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:55.195+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '05a2cfa5-2ee5-423e-a9d7-6a5633537825'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False			Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, F		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		urn:australianmuseum.net.au:Events:1001068	05a2cfa5-2ee5-423e-a9d7-6a5633537825						Invertebrates - Marine & Other	1100763370	05a2cfa5-2ee5-423e-a9d7-6a5633537825			P.43508	ecatalogue.LocCollectionEventLocal: Southern Ocean, New Zealand, Auckland Islands, between Rose and Shoe Islands (50° 31' S, 166° 15' E);		AM				5.0						OCEANIA	1994-01-01T00:00:00	1e-05		ecatalogue.irn:1063229|urn:catalog:AM:Invertebrates - Marine & Other:P.43508	Ammothea magniceps Thomson, 1884	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Auckland Islands, between Rose and Shoe Islands	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps	Thomson, 1884																
1211006539	6bf0f3b3-053d-435d-ac96-1074625b937c	fb10a11f-4417-41c8-be6a-13a5c8535122	['8534dd20-c368-4a1f-bdaf-e6b390710f89']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	AQ	EML	2023-01-07T22:57:25.986+00:00	2024-01-24T19:32:46.778+00:00	245	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.5	177.5	0.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T19:32:46.778+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'BAS_Intertidal_957'}]	[]	[]	[]			False			Smithsonian Antarctic Invertebrates			WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	ANTARCTICA			BAS_Intertidal_957				Antipodes Islands			1211006539	BAS_Intertidal_957															0.0																			Sub Antarctic NZ			Unknown						
318004903	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.032+00:00	124	{}	OCCURRENCE	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-34.39	172.8633	49.0	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.032+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34065'}]	[]	[]	[]			False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE									SOMBASE Pycnogonids	318004903				34065			BAS									0.0	OCEANIA																											
318004913	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.451+00:00	124	{}	OCCURRENCE	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.3333	166.0833		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.451+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34199'}]	[]	[]	[]			False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE									SOMBASE Pycnogonids	318004913				34199			BAS																																					
318004930	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.807+00:00	124	{}	OCCURRENCE	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.6683	178.7883	2.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.1_1', 'name': 'Antipodes Islands'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.807+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34301'}]	[]	[]	[]			False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE									SOMBASE Pycnogonids	318004930				34301			BAS									2.5	OCEANIA																											
318005023	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.544+00:00	124	{}	OCCURRENCE	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-51.0	166.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.544+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:36711'}]	[]	[]	[]			False						WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE									SOMBASE Pycnogonids	318005023				36711			BAS																																					
2434361483	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:37.237+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1049/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1049_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1049/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE				{}								['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:37.237+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'ZMA.PYC.P.1049@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1049_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1049/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			Lyttleton				Pycnogonida		[]	[]			EUROPE			ZMA.PYC.P.1049@CRS		Naturalis Biodiversity Center				Chelicerata and Myriapoda	2434361483	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1049			ZMA.PYC.P.1049								WholeOrganism (microscopic slide)																	FEMALE			2020-04-03T00:00:00.000+00:00				Naturalis Biodiversity Center	ICZN			Animalia				
2434400066	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:37.770+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1050/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1050_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1050/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE				{}								['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:37.770+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'ZMA.PYC.P.1050@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1050_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1050/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			Lyttleton				Pycnogonida		[]	[]			EUROPE			ZMA.PYC.P.1050@CRS		Naturalis Biodiversity Center				Chelicerata and Myriapoda	2434400066	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1050			ZMA.PYC.P.1050								WholeOrganism (microscopic slide)																	MALE			2020-04-03T00:00:00.000+00:00				Naturalis Biodiversity Center	ICZN			Animalia				
2434399282	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:43.673+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1051/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1051_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1051/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE				{}								['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:43.673+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'ZMA.PYC.P.1051@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1051_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1051/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			Lyttleton				Pycnogonida		[]	[]			EUROPE			ZMA.PYC.P.1051@CRS		Naturalis Biodiversity Center				Chelicerata and Myriapoda	2434399282	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1051			ZMA.PYC.P.1051								WholeOrganism (microscopic slide)																	MALE			2020-04-03T00:00:00.000+00:00				Naturalis Biodiversity Center	ICZN			Animalia				
