key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	verbatimLocality	continent	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	sex	waterBody	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	lifeStage
811979279	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:56.886+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.0767	-4.3567	1980.0	0.0	{}	1974	10	1	1974-10-01	274	274	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:56.886+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979279'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		20174	Ifremer	Golfe de Gascogne		811979279	bio_dba	811979279																						
4055770243	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:19.497+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.13	-4.27	1995.0		{}	1974	10	31	1974-10-31	304	304	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:19.497+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_825'}]	[]	[]	[]			True			WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_825	sm_id_825	WoRMS Editorial Board	Bay of Biscay		4055770243	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_825				HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=825	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:134625	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus turritus</i> Stock, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134625														
2434365492	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:36.883+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1163/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1163_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1163/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE					{}	1974	10	31	1974-10-31	304	304	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:36.883+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1163@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1163_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1163/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		True				Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1163@CRS	ZMA.PYC.P.1163				2434365492	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1163				HOLOTYPE					WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	31.oct.1974	Animalia								
201108486	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.933+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	47.5417	-9.07	2813.0	0.0	{}	1973	4	1	1973-04-01	91	91	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:52.933+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108486'}]	[]	[]	[]			False	REYSS Daniel	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		26403	Ifremer	Golfe de Gascogne		201108486	Biocean	201108486																						
811979463	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:55.928+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	47.5417	-9.07	2813.0	0.0	{}	1973	4	1	1973-04-01	91	91	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:55.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979463'}]	[]	[]	[]			False	REYSS Daniel	STOCK Jan	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		26403	Ifremer	Golfe de Gascogne		811979463	bio_dba	811979463																						
201108275	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.678+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1483	-4.265	2124.0	0.0	{}	1973	8	1	1973-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:52.678+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108275'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		22019	Ifremer	Golfe de Gascogne		201108275	Biocean	201108275																						
811979332	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:56.682+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1483	-4.265	2124.0	0.0	{}	1973	8	1	1973-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:56.682+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979332'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		22019	Ifremer	Golfe de Gascogne		811979332	bio_dba	811979332																						
201108131	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.769+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.4217	-4.7417	4411.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:52.769+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108131'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		18323	Ifremer	Golfe de Gascogne		201108131	Biocean	201108131																						
201108132	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:52.768+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1367	-4.25	2076.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:52.768+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108132'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		18335	Ifremer	Golfe de Gascogne		201108132	Biocean	201108132																						
201108932	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:53.321+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1367	-4.2617	2096.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:53.321+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201108932'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		37091	Ifremer	Golfe de Gascogne		201108932	Biocean	201108932																						
811979224	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:56.772+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.4217	-4.7417	4411.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:56.772+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979224'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		18323	Ifremer	Golfe de Gascogne		811979224	bio_dba	811979224																						
811979227	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:56.776+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1367	-4.25	2076.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:56.776+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979227'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		18335	Ifremer	Golfe de Gascogne		811979227	bio_dba	811979227																						
811979766	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:56.087+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	44.1367	-4.2617	2096.0	0.0	{}	1972	10	1	1972-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:56.087+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811979766'}]	[]	[]	[]			False	LAUBIER Lucien	STOCK Jan	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE		37091	Ifremer	Golfe de Gascogne		811979766	bio_dba	811979766																						
1318531662	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:17.612+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	32.2658	-64.535	2159.0	64.0	{}	1966	8	19	1966-08-19	231	231	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-16T16:44:00.000+00:00	2024-07-02T12:37:17.612+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33ac8c627-7dda-41d7-8491-48be4ee13db9'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	D. Murphy & Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	BM	[]	[]	LATIN_AMERICA	Bermuda	NORTH_AMERICA	http://n2t.net/ark:/65665/33ac8c627-7dda-41d7-8491-48be4ee13db9	USNM 180397	USNM	Bermuda Slope, N Of Bermuda		1318531662	IZ	http://n2t.net/ark:/65665/33ac8c627-7dda-41d7-8491-48be4ee13db9	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	MALE	North Atlantic Ocean	North Atlantic Ocean	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	119	
1319895594	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:59.751+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118348	1	54	354	9477065	4338615	2118315	2118348	2118348	Ascorhynchus turritus Stock, 1978	Ascorhynchus turritus Stock, 1978	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus turritus	Ascorhynchus	turritus	SPECIES	ACCEPTED	NE	32.175	-64.6783	2291.0	0.0	{}	1966	8	6	1966-08-06	218	218	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:05:00.000+00:00	2024-07-02T12:38:59.751+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37723ee62-ae79-471f-b9f0-d81281acbf8d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	BM	[]	[]	LATIN_AMERICA	Bermuda	NORTH_AMERICA	http://n2t.net/ark:/65665/37723ee62-ae79-471f-b9f0-d81281acbf8d	USNM 180398	USNM	Bermuda Slope, NW Ofbermuda		1319895594	IZ	http://n2t.net/ark:/65665/37723ee62-ae79-471f-b9f0-d81281acbf8d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	06 AUG 1966	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae		North Atlantic Ocean	North Atlantic Ocean, Bermuda	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	106	Juvenile
