key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	footprintWKT	locality	fieldNumber	collectionCode	gbifID	language	occurrenceID	catalogNumber	institutionCode	occurrenceRemarks	typeStatus	institutionKey	otherCatalogNumbers	dynamicProperties	higherClassification	identifiedBy	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
4548617935	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.801+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-49.13558	68.66923	1105902.0				{}								['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:26.801+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e27cbe5-46bc-4d58-a227-d7827f2cde6c'}]	[]	[]	[]	False			WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	5e27cbe5-46bc-4d58-a227-d7827f2cde6c	5e27cbe5-46bc-4d58-a227-d7827f2cde6c						4548617935		5e27cbe5-46bc-4d58-a227-d7827f2cde6c										EB6380B5-80AF-5935-E053-0514A8C08744	Nymphon paucidens Gordon, 1932	TAAF : Îles sub-antarctiques	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	815664	fr | en
318007887	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.010+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-77.8663	166.7205		284.0	6.0	ANTARCTICA	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:24.010+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23203'}]	[]	[]	[]	False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE							SOMBASE Pycnogonids	318007887			23203	BAS																
318007888	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.918+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-77.8658	166.688		132.0	4.0	ANTARCTICA	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.918+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23204'}]	[]	[]	[]	False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE							SOMBASE Pycnogonids	318007888			23204	BAS																
318007889	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.919+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-53.6966	-37.9533		147.0	3.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.919+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23205'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318007889			23205	BAS																
318007977	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.158+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-54.0333	-36.6333		129.0	7.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34577'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318007977			34577	BAS																
318007978	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.158+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-54.25	-36.5		217.0	17.0	ANTARCTICA	{'level0': {'gid': 'SGS', 'name': 'South Georgia and the South Sand'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34578'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318007978			34578	BAS																
318007979	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.158+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-54.1167	-36.4333		240.0	10.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34579'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318007979			34579	BAS																
318007980	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.158+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-54.2333	-36.4		207.0	28.0	ANTARCTICA	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34580'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318007980			34580	BAS																
318008126	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.156+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-47.525	-61.0		259.0	16.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.156+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37675'}]	[]	[]	[]	False			WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE							SOMBASE Pycnogonids	318008126			37675	BAS																
318008149	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.888+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-53.88	-37.505		123.5	6.5		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.888+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37831'}]	[]	[]	[]	False			WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE							SOMBASE Pycnogonids	318008149			37831	BAS																
318008172	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.023+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-45.795	49.7333		327.0	7.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:24.023+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37886'}]	[]	[]	[]	False			WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE							SOMBASE Pycnogonids	318008172			37886	BAS																
318008278	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.638+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-74.3984	-104.6321		499.5	8.5		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.638+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39115'}]	[]	[]	[]	False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE							SOMBASE Pycnogonids	318008278			39115	BAS																
318008374	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.223+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-71.1751	-109.8564		1043.0	3.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:21.223+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39572'}]	[]	[]	[]	False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE							SOMBASE Pycnogonids	318008374			39572	BAS																
318008433	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.373+00:00	124	{}	OCCURRENCE		PRESENT	2117676	1	54	354	9477065	2013	2117630	2117676	2117676	Nymphon paucidens Gordon, 1932	Nymphon paucidens Gordon, 1932	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon paucidens	Nymphon	paucidens	SPECIES	ACCEPTED	NE	-63.0571	-60.6573		248.0	0.0	ANTARCTICA	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.373+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39825'}]	[]	[]	[]	False			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE							SOMBASE Pycnogonids	318008433			39825	BAS																
