key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	individualCount	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depthAccuracy	waterBody	modified	samplingProtocol	geodeticDatum	catalogNumber	institutionCode	footprintWKT	locality	fieldNumber	occurrenceRemarks	collectionCode	dateIdentified	datasetName	recordedBy	identifiedBy	preparations	locationID	language	georeferenceSources	institutionKey	collectionKey	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	sex	islandGroup	otherCatalogNumbers	dynamicProperties	higherClassification	higherGeography	typeStatus	associatedSequences	eventRemarks	parentNameUsageID	organismID
3466773006	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.084+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE		ANTARCTICA	{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:22.084+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '1cbbfde5-e38d-4dc9-93b1-d8476c9c9477'}]	[]	[]	[]	False	ASAC_3010_0116	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/231	NIWA.0116	1cbbfde5-e38d-4dc9-93b1-d8476c9c9477	urn:lsid:marinespecies.org:taxname:173396		7000	https://biodiversity.org.au/afd/taxa/2f943174-5cee-49b4-88ea-ae08d1ce3205	Species	Nymphon compactum	3466773006	1cbbfde5-e38d-4dc9-93b1-d8476c9c9477	173396											##SPLIT0802/231										C. Arango															{materialSampleID:__}							
1055503258	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.729+00:00	391	{}	PRESERVED_SPECIMEN	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	2012.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.729+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '3642365'}]	[]	[]	[]	False		Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE			3642365							1055503258	cb77bba5-dc40-492c-ba32-34fbcaf6b2ff		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	-40.4667	177.7167						WGS84	1881.38	NHMUK		East of Auckland	Station 168		ZOO									1d808a7c-1f9e-4379-9616-edb749ecf10e							FEMALE		NHMUK:ecatalogue:3642365	"{""associatedMediaCount"": null, ""barcode"": ""NHMUK014491509"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180302153000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon compactum Hoek, 1881"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055503258"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_COORDINATE_MISMATCH""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": ""Specimens"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR01"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae	Australia; Australia	SYNTYPE				
3466772391	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:15.489+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE		ANTARCTICA	{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:15.489+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	Individuals	False	[{'identifier': 'a0942a5d-c682-447e-a718-7c548e633bfa'}]	[]	[]	[]	False	ASAC_3010_0088	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/188	NIWA.0088	a0942a5d-c682-447e-a718-7c548e633bfa	urn:lsid:marinespecies.org:taxname:173396		7000	https://biodiversity.org.au/afd/taxa/2f943174-5cee-49b4-88ea-ae08d1ce3205	Species	Nymphon compactum	3466772391	a0942a5d-c682-447e-a718-7c548e633bfa	173396											48788										C. Arango															{materialSampleID:PL2B9}							
3344688935	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:14.626+00:00	159	{}	PRESERVED_SPECIMEN	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE		ANTARCTICA	{}							['TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:14.626+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12177'}]	[]	[]	[]	False	OGL_MSC_NortheasternUniversity	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE02211	48788; PYC2981	OGL_MSC_NortheasternUniversity_S12177	urn:lsid:marinespecies.org:taxname:173396						3344688935	OGL_MSC_NortheasternUniversity_S12177	T02482	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']						Ross Sea		ND		S12177	OGL					OGL		Ocean Genome Legacy Collection		Claudia Arango		CL02567			8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	8c116cac-9394-4c4e-be14-06184bdc62bd				0f00dede-1a1f-49e5-ae69-2bc40db635c5								BOLD ID: 48788	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12177
318007647	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.894+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	740.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.894+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22939'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE										318007647					-56.7566	-26.9066		9.0				WGS84	22939	BAS					SOMBASE Pycnogonids																										
318007925	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.598+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	2256.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.598+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34133'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										318007925					-37.0916	178.3483		6.0				WGS84	34133	BAS					SOMBASE Pycnogonids																										
318007942	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.854+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	3246.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.854+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34347'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318007942					-62.1681	-41.3333		0.0				WGS84	34347	BAS					SOMBASE Pycnogonids																										
318008066	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.944+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	2011.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.944+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34954'}]	[]	[]	[]	False		Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE										318008066					-46.7666	177.7166		0.0				WGS84	34954	BAS					SOMBASE Pycnogonids																										
318008077	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.849+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	1762.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.849+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37112'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE										318008077					-57.15	-26.6666		75.0				WGS84	37112	BAS					SOMBASE Pycnogonids																										
318008078	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.852+00:00	124	{}	OCCURRENCE	PRESENT	2117647	1	54	354	9477065	2013	2117630	2117647	2117647	Nymphon compactum Hoek, 1881	Nymphon compactum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon compactum	Nymphon	compactum	SPECIES	ACCEPTED	NE	318.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.852+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37113'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE										318008078					-57.1	-26.75		0.0				WGS84	37113	BAS					SOMBASE Pycnogonids																										
