key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	individualCount	waterBody	institutionKey	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimEventDate	collectionCode	verbatimDepth	catalogNumber	locationID	higherClassification	collectionID	nomenclaturalCode	island	verbatimLocality	disposition	ownerInstitutionCode	accessRights	verbatimTaxonRank	typeStatus	decimalLatitude	decimalLongitude	geodeticDatum	depth	depthAccuracy
35049374	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:18.859+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE	OCEANIA		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:18.859+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '94b4e0ca-55e3-4bc1-b55f-b64ec641dfeb'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	94b4e0ca-55e3-4bc1-b55f-b64ec641dfeb		Waianae coast			en	35049374	94b4e0ca-55e3-4bc1-b55f-b64ec641dfeb	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72		Koichiro Nakamura, 1985	1 alcoholic		1 August 1979-31 August 1979	S		10904				ICZN	Oahu	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Waianae coast (21° 18' 28.08"" N, 158° 7' 22.08"" W)"	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species		21.3078	-158.123	WGS84		
35045778	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:19.120+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2009-06-16T00:00:00.000+00:00	2024-03-22T16:08:19.120+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '9a17f4cc-7eb2-46b2-910c-9c7c8f0f67aa'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	9a17f4cc-7eb2-46b2-910c-9c7c8f0f67aa		Honolulu Harbor			en	35045778	9a17f4cc-7eb2-46b2-910c-9c7c8f0f67aa	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	C.H. Edmondson	Koichiro Nakamura, 1985	1 alcoholic		21 May 1949	S		8796				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
35047074	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:19.231+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2009-06-16T00:00:00.000+00:00	2024-03-22T16:08:19.231+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '9ce484d0-2c40-4c11-8f04-45f8e3c7d94c'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	9ce484d0-2c40-4c11-8f04-45f8e3c7d94c		Honolulu Harbor			en	35047074	9ce484d0-2c40-4c11-8f04-45f8e3c7d94c	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	C.H. Edmondson	Koichiro Nakamura, 1985	2 alcoholic		15 June 1945	S		10895				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
1090209865	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:19.458+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE	OCEANIA		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2014-12-10T13:49:27.000+00:00	2024-03-22T16:08:19.458+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'a14f5c76-350e-4453-a83a-344431465700'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	a14f5c76-350e-4453-a83a-344431465700		Kaneohe Bay, North Channel			en	1090209865	a14f5c76-350e-4453-a83a-344431465700	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	S.L. Coles	C. A. Child	1 alcoholic		17 November 1999	S	1.00-6.00	12920				ICZN	Oahu	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, North Channel (21° 30' 22.1"" N, 157° 50' 57.1"" W)"	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species		21.5061	-157.849	WGS84	3.5	2.5
35048401	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:20.105+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2011-11-14T00:00:00.000+00:00	2024-03-22T16:08:20.105+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'acf0832a-ca0d-4a9e-9d7c-6801977f430e'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	acf0832a-ca0d-4a9e-9d7c-6801977f430e		Aquarium			en	35048401	acf0832a-ca0d-4a9e-9d7c-6801977f430e	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	C.H. Edmondson	Dr. Hilton	1 alcoholic			S		4681				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Aquarium	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species	PARATYPE					
35045858	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:18.486+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:18.486+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'bbc82e32-494e-4e95-a45e-437b59bf6686'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	bbc82e32-494e-4e95-a45e-437b59bf6686		Honolulu Harbor			en	35045858	bbc82e32-494e-4e95-a45e-437b59bf6686	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72		Koichiro Nakamura, 1985	1 alcoholic			S		10901				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
35046191	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:21.183+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:21.183+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'c64d77ee-4bf4-4b3d-bdcc-c42c0aa7fdfe'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	c64d77ee-4bf4-4b3d-bdcc-c42c0aa7fdfe		Honolulu Harbor			en	35046191	c64d77ee-4bf4-4b3d-bdcc-c42c0aa7fdfe	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72		Koichiro Nakamura, 1985	2 alcoholic		2 June 1945	S		8792				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
1090331844	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:18.430+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE	OCEANIA		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2014-12-10T13:49:24.000+00:00	2024-03-22T16:08:18.430+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'cd7ffc4c-7d15-4c19-9a03-c4c539596603'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	cd7ffc4c-7d15-4c19-9a03-c4c539596603		"Kaneohe Bay, ""Pristine"" Reef"			en	1090331844	cd7ffc4c-7d15-4c19-9a03-c4c539596603	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	S.L. Coles	C. A. Child	1 alcoholic		19 November 1999	S	1.00-8.00	12917				ICZN	Oahu	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, ""Pristine"" Reef (21° 28' 42.3"" N, 157° 49' 29.5"" W)"	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species		21.4784	-157.825	WGS84	4.5	3.5
35049116	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:21.465+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:21.465+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd0f4005f-c1ec-4fe5-8261-f0fe2b096ded'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	d0f4005f-c1ec-4fe5-8261-f0fe2b096ded		Honolulu Harbor			en	35049116	d0f4005f-c1ec-4fe5-8261-f0fe2b096ded	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72		Koichiro Nakamura, 1985	1 alcoholic			S		10900				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
35046784	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:18.800+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:18.800+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd3cbc3c6-bb78-4bdf-a757-5ef7421013eb'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	d3cbc3c6-bb78-4bdf-a757-5ef7421013eb		Honolulu Harbor			en	35046784	d3cbc3c6-bb78-4bdf-a757-5ef7421013eb	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	3.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72		Koichiro Nakamura, 1985	3 alcoholic			S		10902				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
35046039	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:23.268+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:23.268+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'f04d7d70-defe-4183-8850-48a89b2770d8'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	f04d7d70-defe-4183-8850-48a89b2770d8		Honolulu Harbor			en	35046039	f04d7d70-defe-4183-8850-48a89b2770d8	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72			1 alcoholic		17 July 1948	S		7238				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
35044989	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:22.885+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2001-01-16T00:00:00.000+00:00	2024-03-22T16:08:22.885+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'f2c9cf1a-01fd-497e-9168-b3164b3415ef'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	f2c9cf1a-01fd-497e-9168-b3164b3415ef		Honolulu Harbor			en	35044989	f2c9cf1a-01fd-497e-9168-b3164b3415ef	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	Pacific Ocean	fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72			1 alcoholic		24 April 1948	S		7215				ICZN	Oahu	Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Honolulu Harbor	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species						
1019678791	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.052+00:00	564		{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1942', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hilton, 1942', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220658', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'pacifica', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25380', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella pacifica Hilton, 1942'}]}	PRESERVED_SPECIMEN	PRESENT		2118205	1	54	354	9477065	6313	2118169	2118205	2118205	Ammothella pacifica Hilton, 1942	Ammothella pacifica Hilton, 1942	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella pacifica	Ammothella	pacifica	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2019-11-18T12:21:03.000+00:00	2024-07-24T12:24:42.052+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5012'}]	[]	[]	[]	False			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5012						1019678791	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5012				MNHN		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0		6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		Arnaud F.				IU		2009-5012			10.15468/qgvvhd													
