key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	footprintWKT	locality	fieldNumber	collectionCode	gbifID	language	occurrenceID	taxonRemarks	catalogNumber	institutionCode	occurrenceRemarks	bibliographicCitation	institutionKey	collectionKey	recordedBy	preparations	eventID	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	datasetID	continent	recordNumber	datasetName	locationID	sex	otherCatalogNumbers	dynamicProperties	higherClassification	lifeStage	higherGeography	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	taxonID	http://unknown.org/orders
4081153630	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:26.031+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-77.0833	177.2	500.0	354.0		{}		1959.0	1.0	11.0	1959-01-11	11.0	11.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:26.031+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f48b038-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5f48b038-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173268	POINT (177.2 -77.0833)			NIWA	4081153630	en	5f48b038-fa36-11e2-96b3-aa6f927c92a3		9412	NIWA Invertebrate Collection					NZOI	Specimen(s), None = 2										NIWA Invertebrate Collection	A449_Trawl																		
4081072105	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.942+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-74.3667	-178.5833	500.0	250.0	250.0	{}		1959.0	1.0	15.0	1959-01-15	15.0	15.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:22.942+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f832560-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Dredge, naturalists	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5f832560-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173268	POINT (-178.5833 -74.3667)			NIWA	4081072105	en	5f832560-fa36-11e2-96b3-aa6f927c92a3		9169	NIWA Invertebrate Collection					NZOI	Specimen(s), None = 1										NIWA Invertebrate Collection	A455																		
4081175163	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.386+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-77.0833	177.2	500.0	354.0		{}		1959.0	1.0	11.0	1959-01-11	11.0	11.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:23.386+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5ffa93f2-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5ffa93f2-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173268	POINT (177.2 -77.0833)			NIWA	4081175163	en	5ffa93f2-fa36-11e2-96b3-aa6f927c92a3		9313	NIWA Invertebrate Collection					NZOI	Specimen(s), None = 1										NIWA Invertebrate Collection	A449_Trawl																		
1321868305	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:48.514+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-65.13	-66.07		130.0	0.0	{}	Antarctic Ocean	1959.0	3.0	22.0	1959-03-22	81.0	81.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-06-27T16:38:00.000+00:00	2024-07-02T12:39:48.514+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ce63523f-3aae-4770-bc24-bd1bc60c61fd'}]	[]	[]	[]	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3ce63523f-3aae-4770-bc24-bd1bc60c61fd			Antarctic Peninsula, Victor Hugo Island		IZ	1321868305		http://n2t.net/ark:/65665/3ce63523f-3aae-4770-bc24-bd1bc60c61fd		USNM 143764	USNM			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. Tyler	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	ED-28				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae	Juvenile	Antarctic Ocean, Antarctica	22 MAR 1959	unknown, from legacy	Degrees Minutes Seconds									
1321031743	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:24.529+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-72.0967	172.253		392.0	0.0	{}	Antarctic Ocean, Ross Sea	1958.0	1.0	12.0	1958-01-12	12.0	12.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-06-27T09:39:00.000+00:00	2024-07-02T12:38:24.529+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a95dec1f-394a-446c-9036-cf8b2864f518'}]	[]	[]	[]	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3a95dec1f-394a-446c-9036-cf8b2864f518			Victoria Land, Moubray Bay, Near Cape Hallett		IZ	1321031743		http://n2t.net/ark:/65665/3a95dec1f-394a-446c-9036-cf8b2864f518		USNM 143765	USNM			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	L. Wilson	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	23				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae		Antarctic Ocean, Ross Sea, Antarctica	12 JAN 1958	unknown, from legacy	Degrees Minutes Seconds									
1321035230	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:06.267+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-77.43	169.52		321.0	0.0	{}	Antarctic Ocean, Ross Sea	1956.0	2.0	18.0	1956-02-18	49.0	49.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-06-24T14:50:00.000+00:00	2024-07-02T12:38:06.267+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a9839e29-310e-42a2-97fc-97f4e828616c'}]	[]	[]	[]	False	Arnaud, F.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3a9839e29-310e-42a2-97fc-97f4e828616c			Victoria Land, Mcmurdo Sound		IZ	1321035230		http://n2t.net/ark:/65665/3a9839e29-310e-42a2-97fc-97f4e828616c		USNM 140445	USNM			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. Tierney	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	ED-8	MALE			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae		Antarctic Ocean, Ross Sea, Antarctica		unknown, from legacy	Degrees Minutes Seconds									
1317571280	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:28.191+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-65.42	101.22		183.0	0.0	{}	Antarctic Ocean	1948.0	1.0	13.0	1948-01-13	13.0	13.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-06-17T15:13:00.000+00:00	2024-07-02T12:38:28.191+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3105270d1-7a46-4ee7-afe7-97de6ac54a47'}]	[]	[]	[]	False	Hedgpeth, J. W.		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3105270d1-7a46-4ee7-afe7-97de6ac54a47			Wilkes Land, Knox Coast, North Of Bowman Island		IZ	1317571280		http://n2t.net/ark:/65665/3105270d1-7a46-4ee7-afe7-97de6ac54a47		USNM 87342	USNM			586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	D. Nutt	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				NMNH Extant Biology	45	FEMALE			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Rhynchothoracidae		Antarctic Ocean, Antarctica	13 JAN 1948	unknown, from legacy	Degrees Minutes Seconds									
1056025082	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.944+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'http://purl.org/dc/terms/created': '1187781814000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-65.8	89.816667		393.0		{}		1931.0	2.0	3.0	1931-02-03	34.0	34.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:00.944+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2251610'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]	[]	[]	False	Isabella Gordon		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	2251610				100	ZOO	1056025082		b5b78788-636c-4502-8950-b5918b156364		1975.134	NHMUK			1d808a7c-1f9e-4379-9616-edb749ecf10e																NHMUK:ecatalogue:2251610	"{""associatedMediaCount"": 1, ""barcode"": ""011019708"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160630000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Rhynchothorax australis Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056025082"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Rhyncothoracidae														
1056699663	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:01.660+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'http://purl.org/dc/terms/created': '1187781814000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-66.75	62.05		219.0		{}		1931.0	2.0	16.0	1931-02-16	47.0	47.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:01.660+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2251611'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]	[]	[]	False	Isabella Gordon		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	2251611				107	ZOO	1056699663		b795ab9e-f8b7-4117-aef7-a6b97cc1e7ae		1975.135	NHMUK			1d808a7c-1f9e-4379-9616-edb749ecf10e															FEMALE	NHMUK:ecatalogue:2251611	"{""associatedMediaCount"": 1, ""barcode"": ""011006117"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160637000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Rhynchothorax australis Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056699663"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Rhyncothoracidae														
1055418387	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.944+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'http://purl.org/dc/terms/created': '1187781814000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117969	1	54	354	9477065	2015	2117960	2117969	2117969	Rhynchothorax australis Hodgson, 1907	Rhynchothorax australis Hodgson, 1907	Animalia	Arthropoda	Pantopoda	Rhynchothoracidae	Rhynchothorax	Rhynchothorax australis	Rhynchothorax	australis	SPECIES	ACCEPTED	NE		-66.2	49.616667		300.0		{}		1930.0	1.0	17.0	1930-01-17	17.0	17.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:00.944+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2251607'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 197', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/03b0a611-6885-4d16-a825-5f4e7f89c35a'}]	[]	[]	False	Isabella Gordon		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	2251607				40	ZOO	1055418387		41c70a50-4299-4bf4-aed8-90d3d44ad21e		1975.131	NHMUK			1d808a7c-1f9e-4379-9616-edb749ecf10e															FEMALE	NHMUK:ecatalogue:2251607	"{""associatedMediaCount"": 1, ""barcode"": ""011063067"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160607000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Rhynchothorax australis Hodgson, 1907"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055418387"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Rhyncothoracidae														
