key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	decimalLatitude	decimalLongitude	modified	recordedBy	identifiedBy	geodeticDatum	catalogNumber	institutionCode	locality	collectionCode	bibliographicCitation	individualCount	sex	depthAccuracy	waterBody	higherGeography	institutionKey	collectionKey	datasetName	preparations	institutionID	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	locationID	higherClassification	collectionID	lifeStage	coordinateUncertaintyInMeters	samplingProtocol	footprintWKT	language	georeferenceSources	otherCatalogNumbers	dynamicProperties	occurrenceRemarks	typeStatus	coordinatePrecision	acceptedNameUsage	verbatimLocality	locationRemarks	nameAccordingTo	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders
1319357918	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:31.424+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	2452.0		{}	1962.0	12.0	4.0	1962-12-04	338.0	338.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:31.424+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/35f57c63e-7957-4a11-902d-56f3a1f28e79'}]	[]	[]	[]	False		Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA			http://n2t.net/ark:/65665/35f57c63e-7957-4a11-902d-56f3a1f28e79		04 DEC 1962					1319357918	http://n2t.net/ark:/65665/35f57c63e-7957-4a11-902d-56f3a1f28e79		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-55.025	-58.9	2013-01-11T15:46:00.000+00:00	University of Southern California		WGS84	USNM 1122797	USNM	south of Burdwood Bank	IZ		4.0			South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	USARP/EL/6/350/USC	350	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																					
4081114247	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.331+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	207.5		{}	1960.0	2.0	8.0	1960-02-08	39.0	39.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.331+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5d878d6e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			5d878d6e-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173048						4081114247	5d878d6e-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-74.3333	-179.9167		NZOI		WGS84	9414	NIWA Invertebrate Collection	Ross Sea	NIWA				5.5					NIWA Invertebrate Collection	Specimen(s), None = 1					A529				100.0	Dredge, Devonport	POINT (-179.9167 -74.3333)	en	GPS															
4081062176	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.820+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	265.5		{}	1960.0	2.0	7.0	1960-02-07	38.0	38.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.820+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5ef3b556-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			5ef3b556-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173048						4081062176	5ef3b556-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-74.3833	-179.4333		NZOI		WGS84	9380	NIWA Invertebrate Collection	Ross Sea	NIWA				4.5					NIWA Invertebrate Collection	Specimen(s), None = 1					A528				500.0	Dredge, Devonport	POINT (-179.4333 -74.3833)	en																
4081174408	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.646+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	207.5		{}	1960.0	2.0	8.0	1960-02-08	39.0	39.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.646+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5fa50e00-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			5fa50e00-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173048						4081174408	5fa50e00-fa36-11e2-96b3-aa6f927c92a3		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-74.3333	-179.9167		NZOI		WGS84	8809	NIWA Invertebrate Collection	Ross Sea	NIWA			MALE	5.5					NIWA Invertebrate Collection	Specimen(s), None = 1					A529				100.0	Dredge, Devonport	POINT (-179.9167 -74.3333)	en	GPS															
1320809834	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:37.243+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	106.0		{}	1948.0	1.0	29.0	1948-01-29	29.0	29.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:37.243+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/39f9042e7-61a4-42a5-aa5b-80e977b0eeac'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/39f9042e7-61a4-42a5-aa5b-80e977b0eeac		29 JAN 1948					1320809834	http://n2t.net/ark:/65665/39f9042e7-61a4-42a5-aa5b-80e977b0eeac		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-77.5	166.07	2016-09-30T11:18:00.000+00:00	D. Nutt	Hedgpeth, J. W.	WGS84	USNM 87336	USNM	Victoria Land, Mcmurdo Sound, Ross Island, Off Cape Royds	IZ		1.0	MALE	0.0	Antarctic Ocean, Ross Sea	Antarctic Ocean, Ross Sea, Antarctica	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871				99	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																					
1056802488	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.043+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 198', 'http://purl.org/dc/terms/created': '1187781818000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/c0fe8e33-932b-429a-a6dd-3a029b3279bd'}]}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	194.5		{}	1930.0	1.0	24.0	1930-01-24	24.0	24.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:00.043+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '2251637'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1969 - 1976: page 198', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/c0fe8e33-932b-429a-a6dd-3a029b3279bd'}]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			2251637							1056802488	6772a89f-5bea-448a-a326-d6a4f8f8c94b		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-65.8	53.266667			Isabella Gordon	WGS84	1975.148	NHMUK		ZOO		1.0	MALE	14.5			1d808a7c-1f9e-4379-9616-edb749ecf10e							41		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae		Immature						NHMUK:ecatalogue:2251637	"{""associatedMediaCount"": 1, ""barcode"": ""011014743"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313160793000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene tibicina Calman, 1915"", ""determinationTypes"": null, ""donorName"": ""D Mawson"", ""expedition"": ""BANZ Antarctic Research Expedition 1929-1931"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056802488"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR05"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"													
2005435503	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:12.748+00:00	274	{}	HUMAN_OBSERVATION	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	87.0	ANTARCTICA	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:12.748+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'urn:NIWA:TerraNovaExp:441'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	220		urn:NIWA:TerraNovaExp:441	urn:lsid:marinespecies.org:taxname:173048						2005435503	urn:NIWA:TerraNovaExp:441		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-71.3083	170.1	2014-08-10T00:00:00.000+00:00			WGS84	TN Stn. 220 Austropallene tibicina	TN	off Cape Adare, mouth of Robertson's Bay	MBIS Terra Nova Expedition	Austropallene tibicina (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:441)	3.0	FEMALE	5.0	Southern Ocean				British Antarctic (Terra Nova) Expedition Zoology					Stn. 220					500.0	GearType=Agassiz trawl	POINT (170.1000 -71.3083)	en			SurfaceTemperatureInC=-0.5	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl												
2005435557	f2ab6184-eff7-4069-a9bb-e4f366aeefff	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:00.598+00:00	2024-01-25T02:24:12.748+00:00	274	{}	HUMAN_OBSERVATION	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE	87.0	ANTARCTICA	{}	1912.0	1.0	3.0	1912-01-03	3.0	3.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-25T02:24:12.748+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'urn:NIWA:TerraNovaExp:442'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	220		urn:NIWA:TerraNovaExp:442	urn:lsid:marinespecies.org:taxname:173048						2005435557	urn:NIWA:TerraNovaExp:442		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-71.3083	170.1	2014-08-10T00:00:00.000+00:00			WGS84	TN Stn. 220 Austropallene tibicina	TN	off Cape Adare, mouth of Robertson's Bay	MBIS Terra Nova Expedition	Austropallene tibicina (MBIS Terra Nova Expedition urn:NIWA:TerraNovaExp:442)	2.0	MALE	5.0	Southern Ocean				British Antarctic (Terra Nova) Expedition Zoology					Stn. 220					500.0	GearType=Agassiz trawl	POINT (170.1000 -71.3083)	en			SurfaceTemperatureInC=-0.5	SurfaceTemperatureInC=-0.5. GearType=Agassiz trawl	HOLOTYPE											
1100746532	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:07.329+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE		ANTARCTICA	{}	1912.0	9.0		1912-09-03/1912-09-04	247.0	248.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:21:07.329+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'cf55864d-d9be-4889-8852-3f6f640a7462'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1190925		cf55864d-d9be-4889-8852-3f6f640a7462			7000	https://biodiversity.org.au/afd/taxa/2f463fbd-27d9-4d40-9394-e2146b3fc953		Austropallene tibicina	1100746532	cf55864d-d9be-4889-8852-3f6f640a7462		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-67.0	142.6		Australasian Antarctic Expedition	Gordon, Isabella	WGS84	P.11118	AM		Invertebrates - Marine & Other							9cfe8cbf-35ff-4d93-b932-cb05d91b7922																	ecatalogue.irn:1129930|urn:catalog:AM:Invertebrates - Marine & Other:P.11118	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/12}			0.001	Austropallene tibicina Calman, 1915	Adelie Land, Commonwealth Bay	ecatalogue.LocCollectionEventLocal: Antarctica, Adelie Land, Commonwealth Bay (66° 54' S, 142° 40' E) 03/09/1912 - 04/09/1912, Australasian Antarctic Expedition 1911-14;	Calman, 1915						
1057594497	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:03.378+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'http://purl.org/dc/terms/created': '1187778117000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]}	PRESERVED_SPECIMEN	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:03.378+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '1205755'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1905 - 1935: page 98', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/486cd005-166c-43cb-bde4-6262543a5a9b'}]	[]	[]	False		Pycnogonida		[]	[]			EUROPE			1205755							1057594497	80020149-5e6d-4f01-a446-c5abb58fae2a		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']							1915.7.24.158-162	NHMUK		ZOO							1d808a7c-1f9e-4379-9616-edb749ecf10e							220		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae								NHMUK:ecatalogue:1205755	"{""associatedMediaCount"": 1, ""barcode"": ""011046410"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1294412255000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Austropallene tibicina Calman, 1915"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": ""Terra Nova Expedition"", ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057594497"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Terra Nova""}"													
4548050682	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.711+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE		ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:26.711+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '2c0106dd-004b-402b-8794-d0123dbc50d5'}]	[]	[]	[]	False	EB6380B5-80AF-5935-E053-0514A8C08744	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	2c0106dd-004b-402b-8794-d0123dbc50d5		2c0106dd-004b-402b-8794-d0123dbc50d5							4548050682	2c0106dd-004b-402b-8794-d0123dbc50d5	821666		-71.7127	122.67314				WGS84																							774607.0													Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	fr | en	Austropallene tibicina Calman, 1915	TAAF : Terre-Adélie	TaxREF	Probable	
3934996677	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:39.088+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	2118071	1	54	354	9477065	2011	2118069	2118071	2118071	Austropallene tibicina Calman, 1915	Austropallene tibicina Calman, 1915	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene tibicina	Austropallene	tibicina	SPECIES	ACCEPTED	NE		ANTARCTICA	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}							['COUNTRY_COORDINATE_MISMATCH', 'COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:39.088+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'e500ac15-9aae-4897-a9c7-3e0f9c755c0b'}]	[]	[]	[]	False	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	e500ac15-9aae-4897-a9c7-3e0f9c755c0b		e500ac15-9aae-4897-a9c7-3e0f9c755c0b							3934996677	e500ac15-9aae-4897-a9c7-3e0f9c755c0b	821666		-71.7127	122.67314				WGS84																							774607.0													Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.		Austropallene tibicina Calman, 1915	TAAF : Terre-Adélie	TaxREF	Probable	Pantopoda
